model,corpus,device,seed,method,admm_controller,admm_rho0,bits,loss,ppl,delta_loss,delta_ppl,eval_tokens,num_quantized_modules,mean_module_recon_error,median_module_recon_error,max_module_recon_error,mean_final_primal,mean_final_dual,mean_final_rho,quantize_wall_time_sec,eval_wall_time_sec
random_tiny_gpt2,toy,cpu,0,fp32,,,,4.858560085296631,128.83855195394267,0.0,0.0,64,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1799857020378113e-06,0.0024867700412869453
random_tiny_gpt2,toy,cpu,0,admm_gptq,task_feasibility,0.1,4,4.859500885009766,128.95982026231192,0.0009407997131347656,0.12126830836925251,64,9,0.0883246034797634,0.08497061358508472,0.1068948477770354,0.05712893141974064,0.009447351348959628,0.14558279632543653,0.6433691810816526,0.0031710248440504074
random_tiny_gpt2,toy,cpu,0,admm_gptq,task_feasibility,1.0,4,4.859549045562744,128.96603118812737,0.0009889602661132812,0.12747923418470464,64,9,0.09601684767506316,0.09558879246793518,0.1071323532666523,0.014522530616491352,0.007479011525574926,1.1729046368928757,0.6001857612282038,0.0034913569688796997
