iter,objective,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,status
1,26.822152393366913,0.9332474908179883,1.2971741679180226,1.0,1.0,False,0.3292730313697727,0.05421036459371966,running
2,27.366048595773204,0.29108516546597196,0.6043058748102205,1.0,1.0,False,0.46969007892510645,0.11030438512033636,running
3,27.49305975042838,0.1308311501475447,0.2710055398107511,1.0,0.9223274492431089,True,0.5601796466975499,0.15690061828709592,running
4,27.514433840115775,0.0805052023051307,0.14152958645581196,0.9223274492431089,0.9223274492431089,False,0.5090264843482248,0.12955398088395678,running
5,27.52085727025901,0.059387421382298244,0.0889702647845893,0.9223274492431089,0.9223274492431089,False,0.4723441335073195,0.11155449022939025,running
6,27.526177592838252,0.04532254640091372,0.06254596143897727,0.9223274492431089,0.8836481609312057,True,0.4197576535059073,0.08809824383839268,running
7,27.53388745330597,0.03057036272855118,0.04783212666822382,0.8836481609312057,0.8836481609312057,False,0.401678887754227,0.08067296443373645,running
8,27.537119200482447,0.02287582679610054,0.034057969625567855,0.8836481609312057,0.8836481609312057,False,0.4003854345460782,0.08015424809832594,running
9,27.53910562517401,0.017374512051342834,0.02495394914190458,0.8836481609312057,0.8556079657832758,True,0.38696025693626357,0.07486912022408956,running
10,27.540457450523675,0.013835162156857138,0.01884187549019896,0.8556079657832758,0.8556079657832758,False,0.33866778725566116,0.057347935062322886,running
11,27.54150394332458,0.010704112614925024,0.014281515884650866,0.8556079657832758,0.8556079657832758,False,0.3210523902439504,0.051537318640676906,running
12,27.5423415162859,0.00853049193564339,0.010858800058763747,0.8556079657832758,0.8376966744546941,True,0.2931491285828236,0.04296820579443442,running
13,27.54278384038846,0.006945313492273553,0.008129509799120154,0.8376966744546941,0.8376966744546941,False,0.2318971223428754,0.026888137675453262,running
14,27.543126363936338,0.00569283789638422,0.006145547373860836,0.8376966744546941,0.8376966744546941,False,0.1775147585180088,0.01575574474585349,running
15,27.543396452686483,0.004683838505233068,0.00465210906035006,0.8376966744546941,0.8316083484361046,True,0.11300554187144574,0.006385126246829537,running
16,27.543610278000923,0.0038707582717981415,0.0035165768717103385,0.8316083484361046,0.8316083484361046,False,0.0351253571675203,0.0006168953580729348,running
17,27.543781445039393,0.00320719260260861,0.002657767563987414,0.8316083484361046,0.8316083484361046,False,-0.04293683132289239,0.0009217857420252565,running
18,27.54398431960231,0.0025744034042711867,0.0020641920638975616,0.8316083484361046,0.8367802911365302,True,-0.10521656309709027,0.005535262574981988,running
19,27.544095557909362,0.0021365323397208027,0.001528910376437865,0.8367802911365302,0.8367802911365302,False,-0.18148088264600926,0.016467655382987292,running
20,27.544174872730807,0.0017814921424493886,0.0011482911468010015,0.8367802911365302,0.8367802911365302,False,-0.2716743198369773,0.036903468029442124,running
21,27.544239633363578,0.0014901184605562957,0.0008671709524127959,0.8367802911365302,0.8536593849318419,True,-0.366069475720292,0.06700343052706474,running
22,27.54429348816324,0.001245566344836477,0.0006580210898777116,0.8536593849318419,0.8536593849318419,False,-0.4483022030756052,0.10048743264122058,running
23,27.544337898964102,0.0010437373495259768,0.0004991733286316165,0.8536593849318419,0.8536593849318419,False,-0.5495598509640018,0.15100801489578797,running
24,27.544374632477375,0.0008766812150669909,0.0003786792537721804,0.8536593849318419,0.8824963331424899,True,-0.6510227614217827,0.2119153179446217,running
25,27.544405808481066,0.0007341017126175013,0.00028969621654757933,0.8824963331424899,0.8824963331424899,False,-0.7270054184547643,0.26426843923129345,running
26,27.54443172679434,0.0006159006242762373,0.00022157248501806012,0.8824963331424899,0.8824963331424899,False,-0.8303710674688967,0.34475805484471744,running
27,27.544453283497397,0.0005177038100014673,0.00016956943030224764,0.8824963331424899,0.9228973977620678,True,-0.9303904815918935,0.4328132241183978,running
28,27.54447180785195,0.0004328973866245347,0.00013151502688433118,0.9228973977620678,0.9228973977620678,False,-0.9926404414823624,0.4926675230331497,running
29,27.544487228326417,0.0003624895449239786,0.0001019298236503436,0.9228973977620678,0.9228973977620678,False,-1.0,0.5,running
30,27.544500045921453,0.00030397332610941635,7.907642821589529e-05,0.9228973977620678,0.9659978544026645,True,-1.0,0.5,running
31,27.544511051225783,0.0002534443447888696,6.236507083666671e-05,0.9659978544026645,0.9659978544026645,False,-1.0,0.5,running
32,27.544520182695248,0.00021153281691775133,4.909029649582831e-05,0.9659978544026645,0.9659978544026645,False,-1.0,0.5,running
33,27.544527742315374,0.00017675614029238188,3.867039451202807e-05,0.9659978544026645,1.0089657013736482,True,-1.0,0.5,running
34,27.544534194200658,0.00014685331414830967,3.10356887409549e-05,1.0089657013736482,1.0089657013736482,False,-1.0,0.5,running
35,27.544539520201802,0.00012211099676998682,2.480626606182403e-05,1.0089657013736482,1.0089657013736482,False,-1.0,0.5,running
36,27.54454390605347,0.00010163891210407642,1.9824072080341464e-05,1.0089657013736482,1.051894069409946,True,-1.0,0.5,running
37,27.544547623508958,8.412191730763562e-05,1.61660410594103e-05,1.051894069409946,1.051894069409946,False,-1.0,0.5,converged
