seed,method,admm_controller,admm_rho0,bits,name,d_in,d_out,final_primal,final_dual,final_rho,recon_error
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.attn.c_attn,768,2304,0.7769008505743542,0.3227644703201468,0.3282718122782136,0.08858054213729204
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.attn.c_proj,768,768,0.6625904147522989,0.12054896799461402,0.33454510552285277,0.09574532777805769
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.mlp.c_fc,768,3072,1.1238431810872886,0.3282821971874927,0.3780826250882092,0.07865116974539214
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.mlp.c_proj,3072,768,1.9288701477021764,0.5169190466968617,0.3405308095541704,0.3292552697012074
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.attn.c_attn,768,2304,1.3117980896695123,0.259471189119077,0.2550255613385134,0.08130686215277522
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.attn.c_proj,768,768,0.8652781869384802,0.1429205868561612,0.2738109965243187,0.3441896655864704
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.mlp.c_fc,768,3072,1.501229735785881,0.3437143764265572,0.27766749179514305,0.07648991722902204
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.mlp.c_proj,3072,768,0.829170790300446,0.29431349054981487,0.5055261927242556,0.3384905222279583
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.2.attn.c_attn,768,2304,1.8873055061035613,0.28631814287379814,0.19745258397316295,0.0600700565666769
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.2.attn.c_proj,768,768,0.530683074712891,0.1763695997569732,0.4089668875169016,0.2987357028099595
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.2.mlp.c_fc,768,3072,2.1055919490870307,0.508316539231227,0.25335882642765545,0.08148686232573722
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.2.mlp.c_proj,3072,768,1.5170765640773813,0.3083134126783855,0.6585306098130406,0.14635427395149925
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.3.attn.c_attn,768,2304,6.326060017056152,0.5459283332952433,0.12298581533858728,0.0642311525176892
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.3.attn.c_proj,768,768,0.3035356070735211,0.17466931152940704,0.468117994938534,0.2397174278496471
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.3.mlp.c_fc,768,3072,1.1728813936259852,0.3462849303575479,0.34722577423059925,0.07861989440779547
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.3.mlp.c_proj,3072,768,0.49342872392104126,0.24814316453542243,0.7523231861472458,0.42198842961697425
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.4.attn.c_attn,768,2304,7.085490119046246,0.716307058493489,0.13355209477674954,0.07804169528006222
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.4.attn.c_proj,768,768,0.5161465117163694,0.19358377266808277,0.41746115144917023,0.23916109705912775
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.4.mlp.c_fc,768,3072,1.277445564529657,0.34052846237690115,0.30734344013153303,0.0818961822815127
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.4.mlp.c_proj,3072,768,0.3325293451297693,0.2372624832879925,0.7279679802411695,0.3074146988896037
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.5.attn.c_attn,768,2304,6.22819928298971,0.7352690308170593,0.14305238054083663,0.10052185550515255
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.5.attn.c_proj,768,768,0.6705525713070224,0.2079161668883349,0.33672593267384715,0.21642424494866205
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.5.mlp.c_fc,768,3072,1.0860686737543146,0.29895245546441745,0.33689673894205313,0.08132668360437068
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.5.mlp.c_proj,3072,768,0.40232175007787746,0.2534781720515649,0.6660487592044154,0.3178039653939703
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.6.attn.c_attn,768,2304,4.5832954867587254,0.6565007549251655,0.1731076258328572,0.10886244796854866
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.6.attn.c_proj,768,768,0.4373824779171586,0.21073416344016177,0.3627604202034701,0.20528520238514322
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.6.mlp.c_fc,768,3072,1.0626821922732075,0.2993879657717606,0.3420482217485149,0.08208908343992868
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.6.mlp.c_proj,3072,768,0.6121643246242283,0.316938800760239,0.5406227420345603,0.333140269594418
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.7.attn.c_attn,768,2304,5.459752992627902,0.7800111149751829,0.16994731710458863,0.11433169902139245
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.7.attn.c_proj,768,768,0.8141219748895129,0.25674145820291977,0.31279152428733237,0.16074299681080745
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.7.mlp.c_fc,768,3072,0.8251679365152973,0.27948758949938013,0.3970777576537304,0.08272199961719216
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.7.mlp.c_proj,3072,768,0.5427238680579991,0.2586809352487752,0.5508910408261045,0.30969196754607353
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.8.attn.c_attn,768,2304,4.4240850849788025,0.6720870089140162,0.1761102401059754,0.11419157132621545
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.8.attn.c_proj,768,768,1.2236296949790921,0.3330854208351376,0.28820797924401464,0.18395484128889691
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.8.mlp.c_fc,768,3072,0.8782209649382559,0.28618866635857515,0.39817778692305666,0.08437359340346073
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.8.mlp.c_proj,3072,768,0.9117781305149179,0.30673149278868095,0.4373932625677209,0.32094230299548593
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.9.attn.c_attn,768,2304,5.829244470341391,0.8001731052590673,0.1567780333603901,0.11921657043219805
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.9.attn.c_proj,768,768,1.6915569282365412,0.3597788459232341,0.2672682213366352,0.14166087337533556
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.9.mlp.c_fc,768,3072,0.797842074727546,0.2609421180708279,0.40567149765794747,0.08533826588811397
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.9.mlp.c_proj,3072,768,1.6613490946713554,0.42122776954012975,0.32517197282573845,0.29882703465655486
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.10.attn.c_attn,768,2304,5.523096659505117,0.8167684673256261,0.16337880576213754,0.12288978539923885
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.10.attn.c_proj,768,768,3.3753984004239648,0.5955283298676314,0.20952824649779725,0.121581516904538
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.10.mlp.c_fc,768,3072,0.7748246517557358,0.264964926059757,0.41485229355804637,0.09026960754429386
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.10.mlp.c_proj,3072,768,8.74896452090565,1.0034125772436948,0.14470356492804587,0.3506752675686537
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.11.attn.c_attn,768,2304,7.0208011554805045,0.949116846301828,0.15327741924253752,0.13726125173493736
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.11.attn.c_proj,768,768,8.868785132785943,0.7759084463317741,0.10319652460590957,0.03183174272105263
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.11.mlp.c_fc,768,3072,0.9237328897638603,0.3322401962043125,0.40677874528679475,0.09174691985625867
0,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.11.mlp.c_proj,3072,768,18.463889681437948,1.4804768887416133,0.09642569110195624,0.2525725428572214
0,admm_gptq,task_norm_magnitude,1.0,4,lm_head,768,50257,279.7407142115324,26.215203914837804,0.09514197144872137,0.019819502706492523
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.attn.c_attn,768,2304,0.7286913457868336,0.29580156932363766,0.3285879262936135,0.08869488345537993
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.attn.c_proj,768,768,0.784287118739045,0.19651103110411797,0.33943551448801945,0.09527341363351928
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.mlp.c_fc,768,3072,1.0317037335609565,0.31880936508153496,0.37801588266176245,0.07879988203817494
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.mlp.c_proj,3072,768,1.6807993912516017,0.36066934798267386,0.35031005402024545,0.3306445301126339
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.attn.c_attn,768,2304,1.3097234603699368,0.2639643081699267,0.25570932387129386,0.08145143988196028
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.attn.c_proj,768,768,0.7654008342574296,0.14946898571449121,0.27338885496321996,0.3421826909317335
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.mlp.c_fc,768,3072,1.4731455832321805,0.334443101340144,0.27638466375660786,0.07637035796885452
