model,corpus,device,seed,method,admm_controller,admm_rho0,bits,loss,ppl,delta_loss,delta_ppl,eval_tokens,num_quantized_modules,mean_module_recon_error,median_module_recon_error,max_module_recon_error,mean_final_primal,mean_final_dual,mean_final_rho,quantize_wall_time_sec,eval_wall_time_sec
gpt2,wikitext2,cuda,0,fp32,,,,3.3676271207870974,29.009609024820953,0.0,0.0,285696,0,0.0,0.0,0.0,0.0,0.0,0.0,2.8293579816818237e-06,2.8721029749140143
gpt2,wikitext2,cuda,0,admm_gptq,spectral,1.0,4,7.788775640576544,2413.360951351967,4.421148519789447,2384.351342327146,285696,49,0.17846707699085695,0.1295400797090774,0.4271846270376437,2.357908597834075,2.253014166798906,1.0,166.51264288183302,2.843418356962502
