model,corpus,device,seed,method,admm_controller,admm_rho0,bits,loss,ppl,delta_loss,delta_ppl,eval_tokens,num_quantized_modules,mean_module_recon_error,median_module_recon_error,max_module_recon_error,mean_final_primal,mean_final_dual,mean_final_rho,quantize_wall_time_sec,eval_wall_time_sec
gpt2,wikitext2,cuda,0,fp32,,,,3.3676271207870974,29.009609024820953,0.0,0.0,285696,0,0.0,0.0,0.0,0.0,0.0,0.0,2.7604401111602783e-06,2.8861973071470857
gpt2,wikitext2,cuda,0,admm_gptq,bal_ogd,1.0,4,8.109623697068956,3326.326088097433,4.741996576281859,3297.3164790726123,285696,49,0.17680727338506466,0.12936546221909187,0.42382386970013697,2.2881835663863903,2.359414818573774,1.1330706618113475,165.34545797947794,2.8576564509421587
