seed,method,admm_controller,admm_rho0,bits,name,d_in,d_out,final_primal,final_dual,final_rho,recon_error
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.attn.c_attn,768,2304,1.960366640930188,0.44457009195783115,0.21907886863100037,0.09714258105825894
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.attn.c_proj,768,768,0.3914391996802169,0.16050311035801257,0.3794292642132832,0.09493865688548263
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.mlp.c_fc,768,3072,0.7297180316437513,0.16136225998704865,0.3330081544716387,0.08113244259301765
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.0.mlp.c_proj,3072,768,1.6288943942082006,0.3899026214672375,0.26930815489427834,0.34822892176559117
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.attn.c_attn,768,2304,1.324970043492553,0.3147011874249907,0.2290091618165421,0.08383280981547078
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.attn.c_proj,768,768,0.9710737476462469,0.17119074545738444,0.2283464375776036,0.3232582873232933
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.mlp.c_fc,768,3072,1.5186415080195903,0.4493896490122032,0.2290690115107726,0.08153921642593097
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.1.mlp.c_proj,3072,768,0.4337773321057338,0.21209035309687307,0.4039048625253025,0.3321080518796701
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.2.attn.c_attn,768,2304,0.9086049493321067,0.12524311763441476,0.24738092442682166,0.05883298805074225
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.2.attn.c_proj,768,768,0.31535616038573155,0.08933325672816689,0.4817296908860999,0.29377961656004115
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.2.mlp.c_fc,768,3072,2.233865960031255,0.3191529893870838,0.14866247934655336,0.08182675097953822
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.2.mlp.c_proj,3072,768,0.883956438096966,0.2751508235412533,0.5139074446806947,0.14816643184197228
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.3.attn.c_attn,768,2304,1.1093265361687044,0.07307611409464783,0.12945510749206007,0.058797832894490226
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.3.attn.c_proj,768,768,0.6676376146636548,0.18878989384499476,0.3108642905957025,0.2629968375075736
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.3.mlp.c_fc,768,3072,0.866894165466286,0.2472834178744406,0.33627224514187365,0.0797525574547977
1,admm_gptq,task_norm_magnitude,1.0,4,transformer.h.3.mlp.c_proj,3072,768,0.27709267225472844,0.20126907021805832,0.637131634668512,0.4274202423605459
