model,corpus,device,seed,method,admm_controller,admm_rho0,bits,loss,ppl,delta_loss,delta_ppl,eval_tokens,num_quantized_modules,mean_module_recon_error,median_module_recon_error,max_module_recon_error,mean_final_primal,mean_final_dual,mean_final_rho,quantize_wall_time_sec,eval_wall_time_sec
gpt2,wikitext2,cuda,0,fp32,,,,3.3676271207870974,29.009609024820953,0.0,0.0,285696,0,0.0,0.0,0.0,0.0,0.0,0.0,2.739951014518738e-06,2.880683023482561
gpt2,wikitext2,cuda,0,admm_gptq,task_norm_magnitude,1.0,4,6.36820287089194,583.0091441593747,3.0005757501048427,553.9995351345538,285696,49,0.1612736962918944,0.10139143830349116,0.42674787270626013,10.814263507552528,0.34105358047624346,0.26760152747269805,166.5265037668869,2.8412152444943786
