model,corpus,device,seed,method,admm_controller,admm_rho0,bits,loss,ppl,delta_loss,delta_ppl,eval_tokens,num_quantized_modules,mean_module_recon_error,median_module_recon_error,max_module_recon_error,mean_final_primal,mean_final_dual,mean_final_rho,quantize_wall_time_sec,eval_wall_time_sec
gpt2,wikitext2,cuda,0,fp32,,,,3.3676271207870974,29.009609024820953,0.0,0.0,285696,0,0.0,0.0,0.0,0.0,0.0,0.0,3.7606805562973022e-06,2.873189923353493
gpt2,wikitext2,cuda,0,admm_gptq,task_feasibility,1.0,4,8.90557727164265,7372.980193590173,5.537950150855553,7343.9705845653525,285696,49,0.17614316451198586,0.13106689385128106,0.42343168994027813,0.8048420040997887,8.29218703924827,3.988860504252532,167.99706901516765,2.868640987202525
