iter,objective,deploy_rel_error,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,decision,status
1,0.0015440479746003802,0.24771367903682898,5.270194207532771,0.04673637184264165,0.1,0.1,False,0.0,0.0,fixed,running
2,0.005016092509927096,0.38271761819636,8.756507558385172,1.266740098244329,0.1,0.1,False,0.0,0.0,fixed,running
3,0.008314040078901476,0.37406323681526515,9.27162680505653,1.5294417394474529,0.1,0.1,False,0.0,0.0,fixed,running
4,0.008119612499593944,0.3624973178001148,8.969944223016098,1.3962660470502284,0.1,0.1,False,0.0,0.0,fixed,running
5,0.008675181735256866,0.3628310651572964,9.200368857650881,1.4463825932596457,0.1,0.1,False,0.0,0.0,fixed,running
6,0.00828219652291894,0.35195501276236146,8.808307711622778,1.3968804956555758,0.1,0.1,False,0.0,0.0,fixed,running
7,0.008379724722792229,0.36081303433072104,8.974367099261695,1.3900863851904655,0.1,0.1,False,0.0,0.0,fixed,running
8,0.008179271434720903,0.3616791492609183,9.010893637950629,1.4145095122324052,0.1,0.1,False,0.0,0.0,fixed,running
9,0.00848426505783462,0.3554387039240795,8.974298544764752,1.4153871978324004,0.1,0.1,False,0.0,0.0,fixed,running
10,0.008313898565387362,0.35296263531221306,8.808301695093823,1.3751176462204067,0.1,0.1,False,0.0,0.0,fixed,running
11,0.008333906641669823,0.36457910675694744,9.137282410993754,1.413602766150535,0.1,0.1,False,0.0,0.0,fixed,running
12,0.008545171414615008,0.3512765838576168,8.900765548605719,1.4170065382582224,0.1,0.1,False,0.0,0.0,fixed,running
13,0.00837078729932166,0.3578354648726066,8.89533540967672,1.3824341929001198,0.1,0.1,False,0.0,0.0,fixed,running
14,0.0082159894970332,0.35793173852419014,9.008396065624073,1.404930417182955,0.1,0.1,False,0.0,0.0,fixed,running
15,0.008786829999883198,0.3517110533204741,8.956504332978328,1.4105283748192274,0.1,0.1,False,0.0,0.0,fixed,running
16,0.008340911534919072,0.35774394730014536,8.922082016290924,1.3894921180996607,0.1,0.1,False,0.0,0.0,fixed,running
17,0.008228087469168895,0.3575312407746117,8.899897812122562,1.4018872450953808,0.1,0.1,False,0.0,0.0,fixed,running
