iter,objective,deploy_rel_error,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,decision,status
1,0.03648084388380007,0.2533368219919122,3.785812601203777,0.43507135703363886,1.0,0.7261490370736909,True,2.0,17.544709654038925,task_norm_magnitude_ogd,running
2,0.07697310559443046,0.4061191796848392,7.277907838657062,6.99183819770523,0.7261490370736909,0.5791034368359095,True,2.0,33.473105854046814,task_norm_magnitude_ogd,running
3,0.09619366791734493,0.3959563740554735,9.166520881619313,7.282919924883879,0.5791034368359095,0.48141468172653407,True,2.0,35.083335897209885,task_norm_magnitude_ogd,running
4,0.0825200001529997,0.3905705445042939,9.126709507017095,6.111112570784809,0.48141468172653407,0.41023453095041146,True,2.0,34.05238523417334,task_norm_magnitude_ogd,running
5,0.06825030174041376,0.371237111680457,9.150362329019767,5.244140537222355,0.41023453095041146,0.35553392451585425,True,2.0,33.21305663880397,task_norm_magnitude_ogd,running
6,0.05716039449023936,0.3758325219904434,9.286463670789344,4.646207437023214,0.35553392451585425,0.31199314591697025,True,2.0,32.6461798576907,task_norm_magnitude_ogd,running
7,0.049606339932080024,0.3859113372680361,9.455039292642653,4.205624124972922,0.31199314591697025,0.27645072297476686,True,2.0,32.227034543711525,task_norm_magnitude_ogd,running
8,0.041718871833838524,0.3728843594805678,9.269532210410938,3.7253529885164953,0.27645072297476686,0.24687830008539108,True,2.0,31.47382858841111,task_norm_magnitude_ogd,running
9,0.03587350859409201,0.37265303129776534,9.431618269252526,3.349195162848704,0.24687830008539108,0.22190044521956892,True,2.0,31.028238399096615,task_norm_magnitude_ogd,running
10,0.03164203275641876,0.37530586620274875,9.510513192669396,3.0951012488335485,0.22190044521956892,0.20054445667254214,True,2.0,30.685398071687217,task_norm_magnitude_ogd,running
11,0.02758125438215019,0.37322360430115165,9.44151893872177,2.807043959065769,0.20054445667254214,0.1820993324608713,True,2.0,30.157260528774835,task_norm_magnitude_ogd,running
12,0.023982492639490767,0.3877011222699572,9.459177102585192,2.551243874898791,0.1820993324608713,0.16603129220880886,True,2.0,29.712886006765135,task_norm_magnitude_ogd,running
13,0.020884681704499856,0.375429998872974,9.459130234925954,2.3505754604582405,0.16603129220880886,0.15193066211565645,True,2.0,29.314234525138197,task_norm_magnitude_ogd,running
14,0.018516785260909257,0.37435205469515864,9.518492243720255,2.1722839961821907,0.15193066211565645,0.1394771305434338,True,2.0,28.982565634214158,task_norm_magnitude_ogd,running
15,0.01660339077121929,0.37258054411738856,9.478277200286513,2.006986839985281,0.1394771305434338,0.12841625815001934,True,2.0,28.59202583464233,task_norm_magnitude_ogd,running
16,0.01441119339668807,0.3734602953173132,9.358910962482746,1.8421944935663737,0.12841625815001934,0.11854314704008889,True,2.0,28.12435472314071,task_norm_magnitude_ogd,running
17,0.012699633466659708,0.36900528832278906,9.522479688990105,1.71270859365729,0.11854314704008889,0.10969081158958134,True,2.0,27.898318779433588,task_norm_magnitude_ogd,running
18,0.011719272322811475,0.37455174532538305,9.475031325719929,1.6079099045405427,0.10969081158958134,0.1017217231975812,True,2.0,27.595381517099636,task_norm_magnitude_ogd,running
19,0.010138347473392421,0.3835609972661766,9.458142611008377,1.488244969417472,0.1017217231975812,0.09452154955946747,True,2.0,27.250302952471973,task_norm_magnitude_ogd,running
20,0.009147916428505024,0.37444854761616775,9.454319595328469,1.3929795258698787,0.09452154955946747,0.08799444353961342,True,2.0,26.96633561282891,task_norm_magnitude_ogd,running
21,0.008096363595495409,0.3737596762339222,9.384285525357532,1.2918021036008933,0.08799444353961342,0.08205944683539067,True,2.0,26.60193180827754,task_norm_magnitude_ogd,running
22,0.0071763299600259,0.3848577571501697,9.372037977839785,1.2120733519392208,0.08205944683539067,0.07664770907781807,True,2.0,26.335446798178733,task_norm_magnitude_ogd,running
23,0.006532062103125667,0.3713738172643572,9.3917836663902,1.1337637729879342,0.07664770907781807,0.07170031237436673,True,2.0,26.073876777835693,task_norm_magnitude_ogd,running
