problem,method,seed,iterations,final_objective,best_objective,final_primal,final_dual,final_rho,rho_changes,final_status,deploy_rel_error,weight_rel_error,bits,num_blocks,rho0,wall_time_sec,best_deploy_rel_error,final_residual_max,log_residual_auc,log_primal_auc,iter_primal_below_3
tiny_llm_ptq,online_ogd_task_norm_magnitude,0,100,2.0767130848686788e-05,2.0767130848686788e-05,8.499847338183308,0.05305875036898253,0.0036150882584317016,100,running,0.35378121226629017,0.3654638733279703,4,7,1.0,1.406447899993509,0.24742819452907303,8.499847338183308,0.9460027310266682,0.9460027310266682,
tiny_llm_ptq,online_ogd_task_norm_mag_feas_high,0,100,6.296825665684745e-05,6.296825665684745e-05,8.625816481239251,0.09463754694782221,0.006431200728458411,100,running,0.36074240028342264,0.36937234324954227,4,7,1.0,1.5732235999894328,0.24742819452907303,8.625816481239251,0.9446147980143516,0.9446147980143516,
tiny_llm_ptq,fixed_rho_0p1,1,100,0.009146666146631134,0.0017184390030493266,8.99696624200192,1.4009639667096352,0.1,0,running,0.3589285237854813,0.3507681475799571,4,7,0.1,1.4878511999850161,0.25357531808605566,8.99696624200192,0.9579528094565103,0.9579528094565103,
tiny_llm_ptq,fixed_rho_1,1,100,0.149143554436854,0.03648084388380007,7.101898509548961,9.81744946992526,1.0,0,running,0.3482444629244466,0.3022668633641306,4,7,1.0,1.3555191000341438,0.2533368219919122,9.81744946992526,0.9848426126829862,0.8497654421252164,
tiny_llm_ptq,fixed_rho_10,1,100,0.5757540770528436,0.2504804971656825,2.0278041609196937,27.216256798360835,10.0,0,running,0.2946342147703279,0.26492696387120646,4,7,10.0,1.4523117000353523,0.2538854683164338,27.216256798360835,1.4263976195171781,0.3078794308759072,1
tiny_llm_ptq,online_ogd_balance,1,100,0.10931828615193687,0.03648084388380007,7.547137088647875,7.681068448241643,0.7235411660850865,100,running,0.34729101653504824,0.30978321743112447,4,7,1.0,1.4982173999887891,0.2533368219919122,7.681068448241643,0.959614766998664,0.8503179696957954,
tiny_llm_ptq,online_ogd_task_aware,1,100,0.1355515897233687,0.03648084388380007,7.142002196135195,9.1285848172891,0.9269301006248024,100,running,0.3480561625493732,0.30511879901158795,4,7,1.0,1.612927399983164,0.2533368219919122,9.1285848172891,1.024596323989983,0.8338351378010879,
tiny_llm_ptq,online_ogd_task_feasibility,1,100,0.26373432573602473,0.03648084388380007,5.693876397726191,14.80081102434385,1.9667478036423944,100,running,0.3187636125709889,0.28438618667546245,4,7,1.0,1.6396230999962427,0.2533368219919122,14.80081102434385,1.1847656614338733,0.7307824613199757,
tiny_llm_ptq,online_ogd_task_feas_mid,1,100,0.4685615095800045,0.03648084388380007,2.8330793033460964,22.369597024465403,6.176207288440205,100,running,0.3007337696218028,0.2705818623931273,4,7,1.0,1.3303359000128694,0.2533368219919122,22.369597024465403,1.3311265233030973,0.5061604821939706,46
tiny_llm_ptq,online_ogd_task_feas_aggressive,1,100,0.6910384071700668,0.03648084388380007,1.4528701890078062,50.250037109525294,27.302109625895113,100,running,0.2669622087087464,0.2661312878418544,4,7,1.0,1.385336000006646,0.2533368219919122,50.250037109525294,1.5514647548134761,0.2620981716015248,9
tiny_llm_ptq,online_ogd_sum_log_residuals,1,100,0.010693850647789195,0.010693850647789195,9.2247034992318,1.5525305907055347,0.1087446876965219,100,running,0.36503157793127605,0.3564289331251402,4,7,1.0,1.3266569999977946,0.2533368219919122,9.2247034992318,0.9439975064679667,0.9425497701554926,
