iter,objective,deploy_rel_error,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,decision,status
1,0.26191399307218466,0.25349325434927444,1.7914136019406666,1.5640706361081338,10.0,10.486458118429482,True,-0.13571322508580508,0.009209039731595196,ogd,running
2,0.4674188207320108,0.2640147630663671,1.531639335414788,18.128820889789978,10.486458118429482,9.442622296792814,True,0.42366199563166285,0.08974474327130155,ogd,running
3,0.5756076537366613,0.2859143075002192,2.5867926816231086,29.155431995807525,9.442622296792814,8.131963426995009,True,0.7394932969561907,0.2734251681215684,ogd,running
4,0.6098924393507967,0.2899041466146893,3.278718429414235,31.839940731066708,8.131963426995009,6.914559853713269,True,0.9267033496694113,0.42938954914425354,ogd,running
5,0.6002131121951348,0.29855783908516476,3.8968492966794184,31.430525186107374,6.914559853713269,5.885798481769892,True,1.0291464520604237,0.529571209894279,ogd,running
6,0.5732779978865911,0.30874126497876614,4.507730154208025,30.873588882899266,5.885798481769892,5.0446536169846325,True,1.079269112741224,0.5824109088586144,ogd,running
7,0.5440837506704619,0.30642756386343434,4.948514971549939,29.267664584866864,5.0446536169846325,4.364068777406413,True,1.0955237111298195,0.6000861008238261,ogd,running
8,0.5012321599607112,0.3196097562852255,5.499740477395147,28.009304979292434,4.364068777406413,3.815277463332977,True,1.0860468111950832,0.5897488380535043,ogd,running
9,0.4728313354382447,0.31883048352309606,5.801668995042994,26.528913872171184,3.815277463332977,3.369362192819267,True,1.065342218628265,0.5674770213958971,ogd,running
10,0.42980129371090414,0.3202477191940693,5.9547654700352,24.381855992759938,3.369362192819267,3.004752698995659,True,1.0347713205984859,0.5353758429665673,ogd,running
11,0.39760762746956047,0.32473296634520665,6.328957881301027,23.160674606403813,3.004752698995659,2.7050609590201327,True,0.9956585359178354,0.4956679600730237,ogd,running
12,0.37328562942892335,0.3349249965989837,6.644295302469395,22.09733772731269,2.7050609590201327,2.4567910971601643,True,0.9528098722784832,0.4539233263556698,ogd,running
13,0.34428781435089334,0.3419983059761498,6.839443169193467,21.045370501587065,2.4567910971601643,2.249071214046214,True,0.9100280501416429,0.41407552602230024,ogd,running
