iter,objective,train_loss,deploy_loss,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,decision,status
1,2.5294537843723774,2.526374565807963,2.559424139123095,0.6443246311034926,769.5478803869262,100.0,73.49153180090691,True,1.4,25.43005698296528,task_feasibility_ogd,running
2,2.487530561309272,2.4843129967936988,2.4705057943173543,0.5689164360582392,2.9151661994131732,73.49153180090691,59.108887710780444,True,1.4,16.84017626257638,task_feasibility_ogd,running
3,2.3632757007797207,2.3600909846380183,2.3535520422016885,0.3822376528477159,2.623930717015881,59.108887710780444,49.47944913965063,True,1.4,11.867554678714871,task_feasibility_ogd,running
4,2.2323043048810747,2.229170484817631,2.228729294002117,0.001122032510053103,2.465011191319973,49.47944913965063,39.708188047398004,True,2.0,14.033894655672247,task_feasibility_ogd,running
5,2.0954441607533663,2.09230963791625,2.0916981031152955,0.0015243359406377388,2.3082456418479977,39.708188047398004,32.615362915783756,True,2.0,15.297009557923772,task_feasibility_ogd,running
6,1.952182376128472,1.949046404296076,1.9483600751441787,0.001974442715086859,2.134557795787138,32.615362915783756,27.252743219503692,True,2.0,16.065901960312367,task_feasibility_ogd,running
7,1.8085659786644732,1.8054275353863778,1.8047183209292872,0.002413628418250839,1.94900090939672,27.252743219503692,23.07730844928137,True,2.0,16.43347258068092,task_feasibility_ogd,running
8,1.6701830623215332,1.6670409363092193,1.666363790737918,0.002799338464552247,1.7563776804585913,23.07730844928137,19.79402670268435,True,1.9730799840668365,16.496372512068323,task_feasibility_ogd,running
9,1.5419355574413767,1.5387884278736597,1.5381892395705068,0.0030963174051024064,1.561698525323704,19.79402670268435,17.165482269749273,True,1.9429048346810456,16.3505550327572,task_feasibility_ogd,running
10,1.4272034519888392,1.424049983592645,1.4235540163696683,0.0033085045305250808,1.3706445891321883,17.165482269749273,15.015894941703031,True,1.923113570312911,16.05651588978757,task_feasibility_ogd,running
11,1.3274852179809913,1.32432415131662,1.3239380383806794,0.0034575259685205974,1.1893215556842471,15.015894941703031,13.229030215992513,True,1.9100084769101193,15.650066691610736,task_feasibility_ogd,running
