model,corpus,device,seed,method,bits,loss,ppl,delta_loss,delta_ppl,eval_tokens,num_quantized_modules,mean_module_recon_error,median_module_recon_error,max_module_recon_error,mean_final_primal,mean_final_dual,mean_final_rho,quantize_wall_time_sec,eval_wall_time_sec
gpt2,wikitext2,cuda,0,fp32,,3.607104539871216,36.859173889282374,0.0,0.0,2048,0,0.0,0.0,0.0,0.0,0.0,0.0,1.448206603527069e-06,0.05136345140635967
gpt2,wikitext2,cuda,0,rtn,4,11.913552522659302,149276.04511437286,8.306447982788086,149239.18594048359,2048,49,0.1751995786005072,0.12889524569209534,0.46081288753605054,0.0,0.0,0.0,1.0734939323738217,0.05397966783493757
gpt2,wikitext2,cuda,0,gptq_proxy,4,5.8485565185546875,346.7335156748329,2.2414519786834717,309.87434178555054,2048,49,0.12838113754091823,0.12032854345988153,0.2867203574008733,0.0,0.0,0.0,9.918089140206575,0.051728272810578346
gpt2,wikitext2,cuda,0,awq_proxy,4,5.344004154205322,209.34930113647107,1.7368996143341064,172.4901272471887,2048,49,0.15863748636133967,0.12689031592701713,0.32902390482053845,0.0,0.0,0.0,2.496249284595251,0.05821120925247669
gpt2,wikitext2,cuda,0,admm_gptq,4,5.806044340133667,332.30204856042167,2.198939800262451,295.4428746711393,2048,49,0.1721327916399304,0.12196186771562144,0.4574834405829152,1.219709773139872,3.251491113234525,2.9861308047696093,57.34221172705293,0.0508254487067461
