model,corpus,method,admm_controller,admm_rho0,bits,seeds,ppl_mean,ppl_std,delta_ppl_mean,recon_mean,rho_mean
facebook/opt-125m,wikitext2,admm_gptq,task_norm_magnitude,1.0,4,3,85.51935572153697,4.258226784465609,58.152901792594186,0.1466548332186122,5.482286771696096
facebook/opt-125m,wikitext2,awq_proxy,,,4,3,49.825306700861894,0.04487241718386669,22.458852771919123,0.13365230179456924,0.0
facebook/opt-125m,wikitext2,fp32,,,,3,27.366453928942786,3.552713678800501e-15,0.0,0.0,0.0
facebook/opt-125m,wikitext2,gptq_proxy,,,4,3,61.221126481750694,2.5948125775292485,33.85467255280792,0.1305787168284039,0.0
