seed,method,admm_controller,admm_rho0,bits,name,d_in,d_out,recon_error,final_primal,final_dual,final_rho
1,gptq_proxy,,,4,model.decoder.layers.1.fc2,3072,768,0.14055139826535157,,,
1,gptq_proxy,,,4,model.decoder.layers.2.self_attn.k_proj,768,768,0.09650845219311514,,,
1,gptq_proxy,,,4,model.decoder.layers.2.self_attn.v_proj,768,768,0.13918506859106125,,,
1,gptq_proxy,,,4,model.decoder.layers.2.self_attn.q_proj,768,768,0.09443694644285061,,,
1,gptq_proxy,,,4,model.decoder.layers.2.self_attn.out_proj,768,768,0.15471437853987718,,,
1,gptq_proxy,,,4,model.decoder.layers.2.fc1,768,3072,0.08384348541509648,,,
1,gptq_proxy,,,4,model.decoder.layers.2.fc2,3072,768,0.05115666626709486,,,
1,gptq_proxy,,,4,model.decoder.layers.3.self_attn.k_proj,768,768,0.05908872983090558,,,
1,gptq_proxy,,,4,model.decoder.layers.3.self_attn.v_proj,768,768,0.13178214412952985,,,
1,gptq_proxy,,,4,model.decoder.layers.3.self_attn.q_proj,768,768,0.06316445742437558,,,
1,gptq_proxy,,,4,model.decoder.layers.3.self_attn.out_proj,768,768,0.1411796406172869,,,
1,gptq_proxy,,,4,model.decoder.layers.3.fc1,768,3072,0.0693134113393754,,,
1,gptq_proxy,,,4,model.decoder.layers.3.fc2,3072,768,0.14966564953318934,,,
1,gptq_proxy,,,4,model.decoder.layers.4.self_attn.k_proj,768,768,0.06960161581066615,,,
1,gptq_proxy,,,4,model.decoder.layers.4.self_attn.v_proj,768,768,0.13695544831991646,,,
1,gptq_proxy,,,4,model.decoder.layers.4.self_attn.q_proj,768,768,0.0768373438390079,,,
1,gptq_proxy,,,4,model.decoder.layers.4.self_attn.out_proj,768,768,0.13071391047658065,,,
1,gptq_proxy,,,4,model.decoder.layers.4.fc1,768,3072,0.06173980948504298,,,
1,gptq_proxy,,,4,model.decoder.layers.4.fc2,3072,768,0.21008820219103205,,,
1,gptq_proxy,,,4,model.decoder.layers.5.self_attn.k_proj,768,768,0.07554678779092504,,,
1,gptq_proxy,,,4,model.decoder.layers.5.self_attn.v_proj,768,768,0.14871270882060816,,,
1,gptq_proxy,,,4,model.decoder.layers.5.self_attn.q_proj,768,768,0.07925391634514359,,,
1,gptq_proxy,,,4,model.decoder.layers.5.self_attn.out_proj,768,768,0.14618726979113256,,,
1,gptq_proxy,,,4,model.decoder.layers.5.fc1,768,3072,0.06777822587258123,,,
1,gptq_proxy,,,4,model.decoder.layers.5.fc2,3072,768,0.3528250774321181,,,
1,gptq_proxy,,,4,model.decoder.layers.6.self_attn.k_proj,768,768,0.08362409090635042,,,
1,gptq_proxy,,,4,model.decoder.layers.6.self_attn.v_proj,768,768,0.15293905174005232,,,
1,gptq_proxy,,,4,model.decoder.layers.6.self_attn.q_proj,768,768,0.08509013316622314,,,
1,gptq_proxy,,,4,model.decoder.layers.6.self_attn.out_proj,768,768,0.1392710416511508,,,
1,gptq_proxy,,,4,model.decoder.layers.6.fc1,768,3072,0.08443691247701034,,,
1,gptq_proxy,,,4,model.decoder.layers.6.fc2,3072,768,0.36218514525338735,,,
1,gptq_proxy,,,4,model.decoder.layers.7.self_attn.k_proj,768,768,0.11333031841719732,,,
1,gptq_proxy,,,4,model.decoder.layers.7.self_attn.v_proj,768,768,0.16137459127295248,,,
1,gptq_proxy,,,4,model.decoder.layers.7.self_attn.q_proj,768,768,0.12298763724207518,,,
1,gptq_proxy,,,4,model.decoder.layers.7.self_attn.out_proj,768,768,0.15567810832780923,,,
1,gptq_proxy,,,4,model.decoder.layers.7.fc1,768,3072,0.08282996676599672,,,
1,gptq_proxy,,,4,model.decoder.layers.7.fc2,3072,768,0.31614881681331386,,,
1,gptq_proxy,,,4,model.decoder.layers.8.self_attn.k_proj,768,768,0.1279168536590556,,,
1,gptq_proxy,,,4,model.decoder.layers.8.self_attn.v_proj,768,768,0.1938619657005311,,,
1,gptq_proxy,,,4,model.decoder.layers.8.self_attn.q_proj,768,768,0.13631570882350544,,,
1,gptq_proxy,,,4,model.decoder.layers.8.self_attn.out_proj,768,768,0.13170786504636295,,,
1,gptq_proxy,,,4,model.decoder.layers.8.fc1,768,3072,0.0742328693547351,,,
1,gptq_proxy,,,4,model.decoder.layers.8.fc2,3072,768,0.318407954169257,,,
1,gptq_proxy,,,4,model.decoder.layers.9.self_attn.k_proj,768,768,0.1488050420946745,,,
1,gptq_proxy,,,4,model.decoder.layers.9.self_attn.v_proj,768,768,0.1877669964695928,,,
1,gptq_proxy,,,4,model.decoder.layers.9.self_attn.q_proj,768,768,0.16024919555798628,,,
1,gptq_proxy,,,4,model.decoder.layers.9.self_attn.out_proj,768,768,0.12310011024256272,,,
1,gptq_proxy,,,4,model.decoder.layers.9.fc1,768,3072,0.06497306969516962,,,
1,gptq_proxy,,,4,model.decoder.layers.9.fc2,3072,768,0.26825855959471767,,,
1,gptq_proxy,,,4,model.decoder.layers.10.self_attn.k_proj,768,768,0.13613161109884075,,,
1,gptq_proxy,,,4,model.decoder.layers.10.self_attn.v_proj,768,768,0.17961034019485475,,,
1,gptq_proxy,,,4,model.decoder.layers.10.self_attn.q_proj,768,768,0.12862826525201915,,,
1,gptq_proxy,,,4,model.decoder.layers.10.self_attn.out_proj,768,768,0.1353944021593324,,,
1,gptq_proxy,,,4,model.decoder.layers.10.fc1,768,3072,0.061314738763364345,,,
1,gptq_proxy,,,4,model.decoder.layers.10.fc2,3072,768,0.27322058578642794,,,
1,gptq_proxy,,,4,model.decoder.layers.11.self_attn.k_proj,768,768,0.14381146369802655,,,
1,gptq_proxy,,,4,model.decoder.layers.11.self_attn.v_proj,768,768,0.18105597896681122,,,
1,gptq_proxy,,,4,model.decoder.layers.11.self_attn.q_proj,768,768,0.13275846059624166,,,
1,gptq_proxy,,,4,model.decoder.layers.11.self_attn.out_proj,768,768,0.12860090028865023,,,
1,gptq_proxy,,,4,model.decoder.layers.11.fc1,768,3072,0.06813735364211478,,,
1,gptq_proxy,,,4,model.decoder.layers.11.fc2,3072,768,0.10971685701809097,,,
1,gptq_proxy,,,4,lm_head,768,50272,0.045067210881366934,,,
1,awq_proxy,,,4,model.decoder.layers.0.self_attn.k_proj,768,768,0.11186790138149415,,,
1,awq_proxy,,,4,model.decoder.layers.0.self_attn.v_proj,768,768,0.16992687907641066,,,
1,awq_proxy,,,4,model.decoder.layers.0.self_attn.q_proj,768,768,0.10632764931785026,,,
1,awq_proxy,,,4,model.decoder.layers.0.self_attn.out_proj,768,768,0.1097362186081553,,,
1,awq_proxy,,,4,model.decoder.layers.0.fc1,768,3072,0.07152678682048981,,,
1,awq_proxy,,,4,model.decoder.layers.0.fc2,3072,768,0.10138814648268779,,,
1,awq_proxy,,,4,model.decoder.layers.1.self_attn.k_proj,768,768,0.08918017695658721,,,
1,awq_proxy,,,4,model.decoder.layers.1.self_attn.v_proj,768,768,0.13956682681471383,,,
1,awq_proxy,,,4,model.decoder.layers.1.self_attn.q_proj,768,768,0.10630060583802693,,,
1,awq_proxy,,,4,model.decoder.layers.1.self_attn.out_proj,768,768,0.16788469590740365,,,
1,awq_proxy,,,4,model.decoder.layers.1.fc1,768,3072,0.07685674513263072,,,
1,awq_proxy,,,4,model.decoder.layers.1.fc2,3072,768,0.12225790899303984,,,
1,awq_proxy,,,4,model.decoder.layers.2.self_attn.k_proj,768,768,0.13941725691773013,,,
1,awq_proxy,,,4,model.decoder.layers.2.self_attn.v_proj,768,768,0.13965470579679062,,,
1,awq_proxy,,,4,model.decoder.layers.2.self_attn.q_proj,768,768,0.13805396907475506,,,
1,awq_proxy,,,4,model.decoder.layers.2.self_attn.out_proj,768,768,0.20559515025117736,,,
1,awq_proxy,,,4,model.decoder.layers.2.fc1,768,3072,0.08491029203262426,,,
1,awq_proxy,,,4,model.decoder.layers.2.fc2,3072,768,0.05735471904974167,,,
1,awq_proxy,,,4,model.decoder.layers.3.self_attn.k_proj,768,768,0.0974538476498832,,,
1,awq_proxy,,,4,model.decoder.layers.3.self_attn.v_proj,768,768,0.1512036429730243,,,
1,awq_proxy,,,4,model.decoder.layers.3.self_attn.q_proj,768,768,0.10171302640165823,,,
1,awq_proxy,,,4,model.decoder.layers.3.self_attn.out_proj,768,768,0.17533850348737112,,,
1,awq_proxy,,,4,model.decoder.layers.3.fc1,768,3072,0.059332002304082046,,,
1,awq_proxy,,,4,model.decoder.layers.3.fc2,3072,768,0.13548961938617868,,,
1,awq_proxy,,,4,model.decoder.layers.4.self_attn.k_proj,768,768,0.09936545137420337,,,
1,awq_proxy,,,4,model.decoder.layers.4.self_attn.v_proj,768,768,0.14327638854918961,,,
1,awq_proxy,,,4,model.decoder.layers.4.self_attn.q_proj,768,768,0.10950105475897762,,,
1,awq_proxy,,,4,model.decoder.layers.4.self_attn.out_proj,768,768,0.16137951015578608,,,
1,awq_proxy,,,4,model.decoder.layers.4.fc1,768,3072,0.06067104093703914,,,
1,awq_proxy,,,4,model.decoder.layers.4.fc2,3072,768,0.16098232894050768,,,
1,awq_proxy,,,4,model.decoder.layers.5.self_attn.k_proj,768,768,0.09578626115651542,,,
1,awq_proxy,,,4,model.decoder.layers.5.self_attn.v_proj,768,768,0.14841326299765972,,,
1,awq_proxy,,,4,model.decoder.layers.5.self_attn.q_proj,768,768,0.10415353454989651,,,
1,awq_proxy,,,4,model.decoder.layers.5.self_attn.out_proj,768,768,0.1748590651046767,,,
1,awq_proxy,,,4,model.decoder.layers.5.fc1,768,3072,0.06093265614573029,,,
1,awq_proxy,,,4,model.decoder.layers.5.fc2,3072,768,0.24910858951394438,,,
1,awq_proxy,,,4,model.decoder.layers.6.self_attn.k_proj,768,768,0.09752580152135168,,,
1,awq_proxy,,,4,model.decoder.layers.6.self_attn.v_proj,768,768,0.14762788845081082,,,
1,awq_proxy,,,4,model.decoder.layers.6.self_attn.q_proj,768,768,0.10322009167101094,,,
1,awq_proxy,,,4,model.decoder.layers.6.self_attn.out_proj,768,768,0.16033156466888884,,,
1,awq_proxy,,,4,model.decoder.layers.6.fc1,768,3072,0.06590601603394287,,,
1,awq_proxy,,,4,model.decoder.layers.6.fc2,3072,768,0.2743704430848754,,,
1,awq_proxy,,,4,model.decoder.layers.7.self_attn.k_proj,768,768,0.10278071521912507,,,
1,awq_proxy,,,4,model.decoder.layers.7.self_attn.v_proj,768,768,0.14454564141391768,,,
1,awq_proxy,,,4,model.decoder.layers.7.self_attn.q_proj,768,768,0.11027419686386669,,,
1,awq_proxy,,,4,model.decoder.layers.7.self_attn.out_proj,768,768,0.19873393290046004,,,
1,awq_proxy,,,4,model.decoder.layers.7.fc1,768,3072,0.06640673912682667,,,
1,awq_proxy,,,4,model.decoder.layers.7.fc2,3072,768,0.25786280173572296,,,
1,awq_proxy,,,4,model.decoder.layers.8.self_attn.k_proj,768,768,0.11002950738735125,,,
1,awq_proxy,,,4,model.decoder.layers.8.self_attn.v_proj,768,768,0.15570159706139738,,,
1,awq_proxy,,,4,model.decoder.layers.8.self_attn.q_proj,768,768,0.11234035397182647,,,
1,awq_proxy,,,4,model.decoder.layers.8.self_attn.out_proj,768,768,0.1666352867584267,,,
1,awq_proxy,,,4,model.decoder.layers.8.fc1,768,3072,0.06573065790740716,,,
1,awq_proxy,,,4,model.decoder.layers.8.fc2,3072,768,0.27720269185051105,,,
1,awq_proxy,,,4,model.decoder.layers.9.self_attn.k_proj,768,768,0.11199791830631495,,,
1,awq_proxy,,,4,model.decoder.layers.9.self_attn.v_proj,768,768,0.15492637952720673,,,
1,awq_proxy,,,4,model.decoder.layers.9.self_attn.q_proj,768,768,0.11902548678909874,,,
1,awq_proxy,,,4,model.decoder.layers.9.self_attn.out_proj,768,768,0.16099171699014997,,,
1,awq_proxy,,,4,model.decoder.layers.9.fc1,768,3072,0.06790148763156757,,,
1,awq_proxy,,,4,model.decoder.layers.9.fc2,3072,768,0.2601674667225385,,,
1,awq_proxy,,,4,model.decoder.layers.10.self_attn.k_proj,768,768,0.12525773556886993,,,
1,awq_proxy,,,4,model.decoder.layers.10.self_attn.v_proj,768,768,0.16644478289333922,,,
1,awq_proxy,,,4,model.decoder.layers.10.self_attn.q_proj,768,768,0.11969883118431421,,,
1,awq_proxy,,,4,model.decoder.layers.10.self_attn.out_proj,768,768,0.16651389601033995,,,
1,awq_proxy,,,4,model.decoder.layers.10.fc1,768,3072,0.06823132835454372,,,
1,awq_proxy,,,4,model.decoder.layers.10.fc2,3072,768,0.29259729119961814,,,
1,awq_proxy,,,4,model.decoder.layers.11.self_attn.k_proj,768,768,0.14029125361233705,,,
1,awq_proxy,,,4,model.decoder.layers.11.self_attn.v_proj,768,768,0.18543018473494371,,,
1,awq_proxy,,,4,model.decoder.layers.11.self_attn.q_proj,768,768,0.12708049276690989,,,
1,awq_proxy,,,4,model.decoder.layers.11.self_attn.out_proj,768,768,0.1750119119216645,,,
1,awq_proxy,,,4,model.decoder.layers.11.fc1,768,3072,0.08714866827301199,,,
1,awq_proxy,,,4,model.decoder.layers.11.fc2,3072,768,0.12490412455739358,,,
1,awq_proxy,,,4,lm_head,768,50272,0.05550229213974365,,,
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.self_attn.k_proj,768,768,0.09121521468648106,2.7511800488300193,0.24090060193591717,0.09334095348101872
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.self_attn.v_proj,768,768,0.1824823202745768,0.03173593367293879,0.05344139267167319,1.2581756752692566
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.self_attn.q_proj,768,768,0.09084344204923207,2.0143976540862076,0.2202412615768043,0.11730614543131661
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.self_attn.out_proj,768,768,0.11078229862570294,0.00014171666417891953,0.024924576736976446,4.441207877121007
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.fc1,768,3072,0.07870614088154983,0.2082672381882005,0.20510990893652223,1.0068601020011831
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.fc2,3072,768,0.1018796021776493,0.0005603928455631765,0.05702539978253519,2.339304454048266
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.self_attn.k_proj,768,768,0.08141220495401522,0.7517175082371607,0.13746263344357884,0.22094879742015525
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.self_attn.v_proj,768,768,0.14575308963504843,0.011739139445136673,0.03246253096845585,1.338117197755271
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.self_attn.q_proj,768,768,0.09837856201650093,0.685161427878457,0.14207785895522226,0.25090191307182963
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.self_attn.out_proj,768,768,0.171004629089987,2.150726464090649e-06,0.009157211535849965,22.8566632139112
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.fc1,768,3072,0.08866401815755298,0.3278650207573902,0.18685974636062547,0.6696466805800491
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.fc2,3072,768,0.1874474584476455,5.980089007716619e-06,0.006320985282037566,39.87797289833099
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.self_attn.k_proj,768,768,0.0797658837629115,3.2750697470674206,0.21395238589422386,0.07308924201572162
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.self_attn.v_proj,768,768,0.16478840213877688,0.1001197185909179,0.08079258612690046,0.9713394490745716
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.self_attn.q_proj,768,768,0.08183394605666,2.4731984681478587,0.18572701250198606,0.08620897407016183
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.self_attn.out_proj,768,768,0.21738244408239807,1.3026729004072776e-05,0.019173689322809623,6.849402313172367
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.fc1,768,3072,0.07574333003693794,0.3740476595468391,0.2423374334352105,0.6870520312674661
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.fc2,3072,768,0.06564608819961171,8.745195023633482e-06,0.02927900637830557,9.223206585788136
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.self_attn.k_proj,768,768,0.05716997337680574,1.2183157318322095,0.10821881119997367,0.10909237706758114
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.self_attn.v_proj,768,768,0.1733816170782478,0.08077764562257249,0.07502979062611755,1.1893363612308583
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.self_attn.q_proj,768,768,0.061299497886848554,1.2257199157201326,0.113085714075483,0.11399034024553263
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.self_attn.out_proj,768,768,0.19118124573120715,2.1517351528001523e-06,0.008351947526453416,27.53171903242436
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.fc1,768,3072,0.05996478558481448,0.25524826451255556,0.27801917734809717,0.9407879963530179
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.fc2,3072,768,0.19131114960684323,4.853272284649309e-06,0.013680139188768205,36.45704364805954
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.self_attn.k_proj,768,768,0.059938448012968805,5.4468391281611925,0.33520682866477214,0.0633113763783187
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.self_attn.v_proj,768,768,0.16268570223970386,0.10550845247092634,0.08532361011595792,1.0243078799973317
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.self_attn.q_proj,768,768,0.06560026050421128,4.588760676736356,0.3023330085897125,0.06836174036679389
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.self_attn.out_proj,768,768,0.16719809801108734,5.1805013480311225e-06,0.013351306277594836,12.353430658642573
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.fc1,768,3072,0.05893785194042423,0.17015690280016038,0.12869257594101766,1.1281950254844548
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.fc2,3072,768,0.28614535108509476,6.1271384121299e-06,0.002384477639577406,39.87797289833099
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.self_attn.k_proj,768,768,0.06362008352848311,7.964238823433506,0.4461947126828948,0.056200969190682924
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.self_attn.v_proj,768,768,0.16752255180304365,0.12120544758423821,0.09683004670221018,0.8668036645797699
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.self_attn.q_proj,768,768,0.06666649666427521,6.894288350009439,0.4076296958157488,0.059754250128561504
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.self_attn.out_proj,768,768,0.19383604056364748,2.9632956709481397e-06,0.01123067365258025,18.09898902983366
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.fc1,768,3072,0.06794885545117965,0.1698034301225556,0.10849447918225538,1.1016846419906374
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.fc2,3072,768,0.49067738444182046,6.2439672751099515e-06,0.004659987986280558,39.87797289833099
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.self_attn.k_proj,768,768,0.06901444662069593,10.959751013279012,0.5390745088669129,0.047668164631940436
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.self_attn.v_proj,768,768,0.16391799185637318,0.11288992113124731,0.09798335515960221,0.7899099952654024
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.self_attn.q_proj,768,768,0.0701116710807061,7.846805782768821,0.47096898138549076,0.059782091553140626
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.self_attn.out_proj,768,768,0.1792114077307311,4.8883416801137806e-05,0.022515029175677805,6.135890799669605
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.fc1,768,3072,0.07293668414691884,0.257753481035967,0.16900344453738939,0.7504492543945199
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.fc2,3072,768,0.4788893209848874,1.2012622179004416e-05,0.027280720562138004,16.523583475130774
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.self_attn.k_proj,768,768,0.08237220713320113,12.061740989727456,0.5261316798511123,0.040181467054221154
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.self_attn.v_proj,768,768,0.1471542686574763,0.10432557611691454,0.08880725509286921,0.8809391370909565
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.self_attn.q_proj,768,768,0.08500352012085856,10.440344508546701,0.5194122162051017,0.04673208363769855
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.self_attn.out_proj,768,768,0.216283542979194,0.0007204005299620525,0.04366946770263413,1.887156457361176
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.fc1,768,3072,0.07174100344103022,0.28611652471312327,0.2019535681274677,0.7404771982940176
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.fc2,3072,768,0.438407840162096,6.465350080712299e-06,0.010562066305045869,39.87797289833099
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.self_attn.k_proj,768,768,0.09328013694443726,12.462193804231212,0.4992323807300425,0.03562824873924732
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.self_attn.v_proj,768,768,0.1542969881656952,0.1872651298076153,0.09812141197999989,0.53757772271638
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.self_attn.q_proj,768,768,0.09287630642513682,11.136968453997698,0.4952160758176304,0.04031922784744349
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.self_attn.out_proj,768,768,0.17572344417347688,0.00040208740907658026,0.03823774118934421,1.8677195304896872
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.fc1,768,3072,0.06870561124356846,0.2353720359308831,0.18511038040767133,0.9090044837304811
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.fc2,3072,768,0.4474210713475851,9.48968483388271e-06,0.02183864931045243,22.2335905042199
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.self_attn.k_proj,768,768,0.10220155319456152,12.538028092074853,0.501911038865936,0.03500345256066248
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.self_attn.v_proj,768,768,0.14736119226576522,0.10868618551213317,0.06956642215379638,0.6064628507469264
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.self_attn.q_proj,768,768,0.10518844754207074,10.905749465261236,0.48391498843921854,0.0393845387609671
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.self_attn.out_proj,768,768,0.1707071505225274,0.0019434468967394214,0.04366300249548409,1.4994734851027895
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.fc1,768,3072,0.07055474965355046,0.1473759791737913,0.12374727628375781,1.2279416969591423
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.fc2,3072,768,0.37577663831791347,1.6490572024877494e-05,0.028551651845727066,15.50054713052153
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.self_attn.k_proj,768,768,0.12291982242668022,14.557562388012528,0.5590009064627167,0.03313268412152339
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.self_attn.v_proj,768,768,0.16185266719153948,0.09891287540161277,0.06225712562836045,0.6600629288989867
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.self_attn.q_proj,768,768,0.11404476353059007,11.904991423807243,0.5542645819130512,0.04149519004508609
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.self_attn.out_proj,768,768,0.1781613003032361,0.0004662098275384331,0.034672618886574004,2.3709989899337476
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.fc1,768,3072,0.07388808038308463,0.14782149086259583,0.1066012057778094,1.4042581511984782
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.fc2,3072,768,0.3876329820713205,0.00014497475013110765,0.053909749031127704,5.563740715416296
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.self_attn.k_proj,768,768,0.1330989024820077,12.836569902261061,0.5185099934993357,0.0340281345654632
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.self_attn.v_proj,768,768,0.14797702203836627,0.5926629203836709,0.15111585250777196,0.27987232409697915
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.self_attn.q_proj,768,768,0.11689276834299546,10.86211394753796,0.5142242518858008,0.040896834354529156
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.self_attn.out_proj,768,768,0.19949570256215501,0.007397116608131511,0.053905645517032544,1.0383267456698377
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.fc1,768,3072,0.08331438941632371,0.3709007162689293,0.14094245535741048,0.530388814180724
1,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.fc2,3072,768,0.1648747073529148,0.003842447565620932,0.0851668114902113,1.8091237479488365
1,admm_gptq,task_norm_magnitude,1.0,4,lm_head,768,50272,0.04878780755980966,83.79643943346144,3.40142597989421,0.030456039086675483
2,gptq_proxy,,,4,model.decoder.layers.0.self_attn.k_proj,768,768,0.0988635630366311,,,
2,gptq_proxy,,,4,model.decoder.layers.0.self_attn.v_proj,768,768,0.15119345041356047,,,
2,gptq_proxy,,,4,model.decoder.layers.0.self_attn.q_proj,768,768,0.09422724783847175,,,
2,gptq_proxy,,,4,model.decoder.layers.0.self_attn.out_proj,768,768,0.08185236239534842,,,
2,gptq_proxy,,,4,model.decoder.layers.0.fc1,768,3072,0.05762582193006929,,,
2,gptq_proxy,,,4,model.decoder.layers.0.fc2,3072,768,0.06989931990959342,,,
2,gptq_proxy,,,4,model.decoder.layers.1.self_attn.k_proj,768,768,0.08690549474520733,,,
2,gptq_proxy,,,4,model.decoder.layers.1.self_attn.v_proj,768,768,0.14485415583999386,,,
2,gptq_proxy,,,4,model.decoder.layers.1.self_attn.q_proj,768,768,0.10407112775122287,,,
2,gptq_proxy,,,4,model.decoder.layers.1.self_attn.out_proj,768,768,0.12723833974615942,,,
2,gptq_proxy,,,4,model.decoder.layers.1.fc1,768,3072,0.06912379365010898,,,
2,gptq_proxy,,,4,model.decoder.layers.1.fc2,3072,768,0.14175954281380415,,,
2,gptq_proxy,,,4,model.decoder.layers.2.self_attn.k_proj,768,768,0.09627420367885284,,,
2,gptq_proxy,,,4,model.decoder.layers.2.self_attn.v_proj,768,768,0.13833561250943632,,,
2,gptq_proxy,,,4,model.decoder.layers.2.self_attn.q_proj,768,768,0.0940537561645034,,,
2,gptq_proxy,,,4,model.decoder.layers.2.self_attn.out_proj,768,768,0.15318947869968474,,,
2,gptq_proxy,,,4,model.decoder.layers.2.fc1,768,3072,0.08092899051010972,,,
2,gptq_proxy,,,4,model.decoder.layers.2.fc2,3072,768,0.0511304317570229,,,
2,gptq_proxy,,,4,model.decoder.layers.3.self_attn.k_proj,768,768,0.059144583259911364,,,
2,gptq_proxy,,,4,model.decoder.layers.3.self_attn.v_proj,768,768,0.13221917221756235,,,
2,gptq_proxy,,,4,model.decoder.layers.3.self_attn.q_proj,768,768,0.06344598266389552,,,
2,gptq_proxy,,,4,model.decoder.layers.3.self_attn.out_proj,768,768,0.14161668746637118,,,
2,gptq_proxy,,,4,model.decoder.layers.3.fc1,768,3072,0.0695408774964966,,,
2,gptq_proxy,,,4,model.decoder.layers.3.fc2,3072,768,0.14925891602581945,,,
2,gptq_proxy,,,4,model.decoder.layers.4.self_attn.k_proj,768,768,0.06987301218123573,,,
