model,corpus,method,admm_controller,admm_rho0,bits,seeds,ppl_mean,ppl_std,delta_ppl_mean,recon_mean,rho_mean
gpt2,wikitext2,admm_gptq,task_feasibility,0.01,4,4,1149.3130632144052,874.4758734947266,1120.3034541895845,0.1459469874749159,0.6008348283692657
gpt2,wikitext2,fp32,,,,4,29.009609024820953,0.0,0.0,0.0,0.0
