seed,method,admm_controller,admm_rho0,bits,name,d_in,d_out,final_primal,final_dual,final_rho,recon_error
1,admm_gptq,task_feasibility,0.01,4,transformer.h.0.attn.c_attn,768,2304,0.8158360730668908,0.8742147986056347,0.496536152833955,0.09663463802849298
1,admm_gptq,task_feasibility,0.01,4,transformer.h.0.attn.c_proj,768,768,0.42455184252106026,0.24474702123814815,0.6353480522975395,0.0899892156967226
1,admm_gptq,task_feasibility,0.01,4,transformer.h.0.mlp.c_fc,768,3072,0.4808030090032888,0.22667822595749867,0.6124897869633908,0.07711074597419741
1,admm_gptq,task_feasibility,0.01,4,transformer.h.0.mlp.c_proj,3072,768,0.9289297012702686,0.38912301676302313,0.6699912873419931,0.32003719828555316
1,admm_gptq,task_feasibility,0.01,4,transformer.h.1.attn.c_attn,768,2304,0.5834040485400868,0.45265100885944604,0.5805671784629634,0.07756355168976878
1,admm_gptq,task_feasibility,0.01,4,transformer.h.1.attn.c_proj,768,768,0.4959632221239131,0.18752929080986852,0.6792993509721396,0.3399849944336347
1,admm_gptq,task_feasibility,0.01,4,transformer.h.1.mlp.c_fc,768,3072,0.6203327675313306,0.9648533384105912,0.5444108718926373,0.07588349799418817
1,admm_gptq,task_feasibility,0.01,4,transformer.h.1.mlp.c_proj,3072,768,0.7175184562526321,0.23349712476093146,0.6632187789496368,0.3064347956070753
1,admm_gptq,task_feasibility,0.01,4,transformer.h.2.attn.c_attn,768,2304,0.8469319919126976,0.22139649662678973,0.6822351774598745,0.057621934537016
1,admm_gptq,task_feasibility,0.01,4,transformer.h.2.attn.c_proj,768,768,0.3201693703552667,0.10657537261860825,0.6252188838056922,0.2710227911715424
1,admm_gptq,task_feasibility,0.01,4,transformer.h.2.mlp.c_fc,768,3072,0.6918902454240707,0.3289075066125317,0.5756118103624545,0.06974862271992154
1,admm_gptq,task_feasibility,0.01,4,transformer.h.2.mlp.c_proj,3072,768,1.3584018600288619,0.2577377886693169,0.6879631591951322,0.13062637912971103
1,admm_gptq,task_feasibility,0.01,4,transformer.h.3.attn.c_attn,768,2304,0.6671666912623658,0.18584424399373228,0.6603255964624597,0.05053908769572056
1,admm_gptq,task_feasibility,0.01,4,transformer.h.3.attn.c_proj,768,768,0.2835165722730117,0.16384673350560935,0.521916058031732,0.23250555121301564
1,admm_gptq,task_feasibility,0.01,4,transformer.h.3.mlp.c_fc,768,3072,0.5677532359117828,0.24547176856119263,0.5778734333392977,0.06674944900037258
1,admm_gptq,task_feasibility,0.01,4,transformer.h.3.mlp.c_proj,3072,768,0.49942105273215337,0.13550822153088707,0.6039152788968964,0.39472992789125455
1,admm_gptq,task_feasibility,0.01,4,transformer.h.4.attn.c_attn,768,2304,1.0182140508582043,0.5042601917105678,0.6851583629363297,0.06240368521593697
1,admm_gptq,task_feasibility,0.01,4,transformer.h.4.attn.c_proj,768,768,0.16974671423384813,0.057345074860819814,0.5195690220158884,0.1990736541028451
1,admm_gptq,task_feasibility,0.01,4,transformer.h.4.mlp.c_fc,768,3072,0.46759219232241533,0.16554542397307104,0.5680166768574508,0.07014620000494036
1,admm_gptq,task_feasibility,0.01,4,transformer.h.4.mlp.c_proj,3072,768,0.32105872991360673,0.1330674199832494,0.4318039763687368,0.2730689705781703
1,admm_gptq,task_feasibility,0.01,4,transformer.h.5.attn.c_attn,768,2304,0.6445572818943143,0.1831326329537541,0.6539488557080133,0.0837080954941079
1,admm_gptq,task_feasibility,0.01,4,transformer.h.5.attn.c_proj,768,768,0.26440308518831945,0.15817197187158122,0.5154167501194843,0.17384911870321443
1,admm_gptq,task_feasibility,0.01,4,transformer.h.5.mlp.c_fc,768,3072,0.4987665399770805,0.16899739458070334,0.5763698059366729,0.06863148773616928
1,admm_gptq,task_feasibility,0.01,4,transformer.h.5.mlp.c_proj,3072,768,0.3342217388276826,0.10380677312445986,0.503774279644815,0.2702113827252581
1,admm_gptq,task_feasibility,0.01,4,transformer.h.6.attn.c_attn,768,2304,0.726140792042959,0.2679852231604022,0.6531761200966109,0.08767044198324221
1,admm_gptq,task_feasibility,0.01,4,transformer.h.6.attn.c_proj,768,768,0.22302583505268853,0.19216080446900963,0.49376333129740196,0.17542115105394065
1,admm_gptq,task_feasibility,0.01,4,transformer.h.6.mlp.c_fc,768,3072,0.42876018684590583,0.13756081056479794,0.569223506363061,0.07064356412013387
1,admm_gptq,task_feasibility,0.01,4,transformer.h.6.mlp.c_proj,3072,768,0.38821180709088526,0.1526282423015413,0.5243273082934061,0.27908091148429504
1,admm_gptq,task_feasibility,0.01,4,transformer.h.7.attn.c_attn,768,2304,0.8243612735706031,0.3429736783877314,0.6734273743894688,0.09505038656942037
1,admm_gptq,task_feasibility,0.01,4,transformer.h.7.attn.c_proj,768,768,0.32855729735924594,0.19936669721531244,0.515293982855643,0.1376474992921632
1,admm_gptq,task_feasibility,0.01,4,transformer.h.7.mlp.c_fc,768,3072,0.37696998440049057,0.12282909505772613,0.5411205458750364,0.0705842304497535
1,admm_gptq,task_feasibility,0.01,4,transformer.h.7.mlp.c_proj,3072,768,0.4063561740942021,0.13717580254522505,0.5468908730358029,0.25930949893924593
1,admm_gptq,task_feasibility,0.01,4,transformer.h.8.attn.c_attn,768,2304,0.8860765728130598,0.44677220938726303,0.6748297302471714,0.0963761945496422
1,admm_gptq,task_feasibility,0.01,4,transformer.h.8.attn.c_proj,768,768,0.41667881789114053,0.3148545097306354,0.5431117880571782,0.15933183266407924
1,admm_gptq,task_feasibility,0.01,4,transformer.h.8.mlp.c_fc,768,3072,0.37768388980981193,0.10640407270953403,0.5704262440159967,0.07107392763410615
1,admm_gptq,task_feasibility,0.01,4,transformer.h.8.mlp.c_proj,3072,768,0.5730112835765002,0.15383391947055028,0.6245764101328449,0.26704378818194185
1,admm_gptq,task_feasibility,0.01,4,transformer.h.9.attn.c_attn,768,2304,0.9168728394288166,0.5951564607063944,0.6466868969414111,0.10201927553374089
1,admm_gptq,task_feasibility,0.01,4,transformer.h.9.attn.c_proj,768,768,0.2809448971499154,0.16290630619439206,0.6089418773206058,0.11190704481768796
1,admm_gptq,task_feasibility,0.01,4,transformer.h.9.mlp.c_fc,768,3072,0.38328888504280506,0.13708359467680808,0.5691342320601563,0.07147204417068745
1,admm_gptq,task_feasibility,0.01,4,transformer.h.9.mlp.c_proj,3072,768,0.6529064835051464,0.29743596287285456,0.6062777820281059,0.24025768093693686
1,admm_gptq,task_feasibility,0.01,4,transformer.h.10.attn.c_attn,768,2304,0.9727304882238962,0.7009730526356798,0.632779065272954,0.1044276820871393
1,admm_gptq,task_feasibility,0.01,4,transformer.h.10.attn.c_proj,768,768,0.32269852202176863,0.07949149962445605,0.6522624631106525,0.0964855640623583
1,admm_gptq,task_feasibility,0.01,4,transformer.h.10.mlp.c_fc,768,3072,0.38245349710581195,0.1596182407110594,0.5549150180618095,0.07464728794713708
1,admm_gptq,task_feasibility,0.01,4,transformer.h.10.mlp.c_proj,3072,768,2.094929149587178,0.4285780412393419,0.6879631591951322,0.26374738250200375
1,admm_gptq,task_feasibility,0.01,4,transformer.h.11.attn.c_attn,768,2304,0.9294457000961476,0.5742327150504674,0.6351111942902339,0.11956395849655618
1,admm_gptq,task_feasibility,0.01,4,transformer.h.11.attn.c_proj,768,768,0.7465329300666245,0.09832491808743231,0.6879631591951322,0.03114198112564559
1,admm_gptq,task_feasibility,0.01,4,transformer.h.11.mlp.c_fc,768,3072,0.5762709451633103,0.4946208891006877,0.5555870384403602,0.08001442468853807
1,admm_gptq,task_feasibility,0.01,4,transformer.h.11.mlp.c_proj,3072,768,1.8931265431079656,0.3391949760688905,0.6879631591951322,0.20106863458353477
1,admm_gptq,task_feasibility,0.01,4,lm_head,768,50257,68.74496430424723,41.80675293701164,0.6879631591951322,0.0198295663362835
2,admm_gptq,task_feasibility,0.01,4,transformer.h.0.attn.c_attn,768,2304,0.8610737742950124,0.8970386045680012,0.4983945917269536,0.09662373638739925
2,admm_gptq,task_feasibility,0.01,4,transformer.h.0.attn.c_proj,768,768,0.2919231065173989,0.1374643972202752,0.6398578599790861,0.09199738459580238
2,admm_gptq,task_feasibility,0.01,4,transformer.h.0.mlp.c_fc,768,3072,0.6198875182172631,0.23194478799091472,0.6103275819948971,0.07698745508924791
2,admm_gptq,task_feasibility,0.01,4,transformer.h.0.mlp.c_proj,3072,768,0.9259230106812394,0.42938464364325185,0.6689312521164447,0.3194422766152652
2,admm_gptq,task_feasibility,0.01,4,transformer.h.1.attn.c_attn,768,2304,0.49657711000483196,0.38440347577284706,0.5798460575239499,0.07763785121924238
2,admm_gptq,task_feasibility,0.01,4,transformer.h.1.attn.c_proj,768,768,0.46356607401582045,0.19913946894919116,0.6712627846846047,0.3296104923522807
2,admm_gptq,task_feasibility,0.01,4,transformer.h.1.mlp.c_fc,768,3072,0.7492602594400865,1.0087688898201828,0.544318799300948,0.0759632008173301
2,admm_gptq,task_feasibility,0.01,4,transformer.h.1.mlp.c_proj,3072,768,0.7132275764863404,0.2460635299854194,0.6627664342169005,0.30929294907384514
2,admm_gptq,task_feasibility,0.01,4,transformer.h.2.attn.c_attn,768,2304,0.8808262854755051,0.3087095040597551,0.681020504982882,0.05718320998008203
2,admm_gptq,task_feasibility,0.01,4,transformer.h.2.attn.c_proj,768,768,0.3025955250958254,0.09322703002565706,0.6202458885876106,0.26604782333520244
2,admm_gptq,task_feasibility,0.01,4,transformer.h.2.mlp.c_fc,768,3072,0.5703935696200864,0.21861845053627588,0.5806412932342792,0.07016562425701539
2,admm_gptq,task_feasibility,0.01,4,transformer.h.2.mlp.c_proj,3072,768,1.365502065193616,0.2875493336289916,0.6879631591951322,0.13116398323364734
2,admm_gptq,task_feasibility,0.01,4,transformer.h.3.attn.c_attn,768,2304,0.6932506207358126,0.2077200499177342,0.6650485141865751,0.05041639702633445
2,admm_gptq,task_feasibility,0.01,4,transformer.h.3.attn.c_proj,768,768,0.2480468900206325,0.17036364460899742,0.48153647325292237,0.2196818351185528
2,admm_gptq,task_feasibility,0.01,4,transformer.h.3.mlp.c_fc,768,3072,0.5571547426200896,0.22124052676835948,0.5840458479746161,0.06613716895765394
2,admm_gptq,task_feasibility,0.01,4,transformer.h.3.mlp.c_proj,3072,768,0.5201645053577013,0.13891184913329055,0.613745918005578,0.4022600024147762
2,admm_gptq,task_feasibility,0.01,4,transformer.h.4.attn.c_attn,768,2304,0.837646733426456,0.3003701774433811,0.679090294263304,0.062159690234920933
2,admm_gptq,task_feasibility,0.01,4,transformer.h.4.attn.c_proj,768,768,0.1730807234710805,0.0611307998305184,0.5153398237970835,0.20067806033066285
2,admm_gptq,task_feasibility,0.01,4,transformer.h.4.mlp.c_fc,768,3072,0.49617578924601985,0.17154294493109037,0.5694091494398038,0.07001946949084119
2,admm_gptq,task_feasibility,0.01,4,transformer.h.4.mlp.c_proj,3072,768,0.31010334563181874,0.12260094975546548,0.43735852598694497,0.2725710174792266
2,admm_gptq,task_feasibility,0.01,4,transformer.h.5.attn.c_attn,768,2304,0.6269837369022374,0.15065992073574666,0.6521686671671608,0.08366210486493914
2,admm_gptq,task_feasibility,0.01,4,transformer.h.5.attn.c_proj,768,768,0.25993158302464553,0.15705589539547438,0.5177895872115464,0.17509643878389172
2,admm_gptq,task_feasibility,0.01,4,transformer.h.5.mlp.c_fc,768,3072,0.49461661471465124,0.17179416922373172,0.5770430927701681,0.06919218665236848
2,admm_gptq,task_feasibility,0.01,4,transformer.h.5.mlp.c_proj,3072,768,0.34810930370945037,0.120451321106789,0.5057738924484007,0.27263756581348225
2,admm_gptq,task_feasibility,0.01,4,transformer.h.6.attn.c_attn,768,2304,0.7078830372282006,0.2846053139656656,0.6554864315144868,0.0874959440952511
2,admm_gptq,task_feasibility,0.01,4,transformer.h.6.attn.c_proj,768,768,0.21388470129720852,0.1614654486905656,0.4879290875474957,0.17383265957331764
