iter,objective,deploy_rel_error,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,decision,status
1,0.033343998440322924,0.24742819452907303,3.6725660404735434,0.40130978240038917,1.0,2.0137527074704766,True,-2.0,2.0,ogd,running
2,0.11499057770775988,0.2657021392091822,2.9607742186034898,6.431543768986807,2.0137527074704766,2.6152010585225827,True,-1.0559770285615238,0.5575437424248125,ogd,running
3,0.20308677658424568,0.29568557928193634,3.8852659624337154,13.233423186982177,2.6152010585225827,2.829981373835526,True,-0.39059798816576907,0.07628339417957314,ogd,running
4,0.2650909740080904,0.30088895845006197,4.554343822648358,16.852498867324645,2.829981373835526,2.8238724595766547,True,0.012348425018518627,7.624180021898838e-05,ogd,running
5,0.29069694956961295,0.31190129451826026,4.863208953180832,17.396683703792583,2.8238724595766547,2.70995704790413,True,0.2630661800847698,0.03460190755219626,ogd,running
6,0.29821429507305874,0.31839091283410176,5.202468404926144,17.83675332775306,2.70995704790413,2.550674105324102,True,0.4239374310425972,0.08986147271949842,ogd,running
7,0.2961465402046421,0.31550862782117245,5.375796401458947,17.56604655726883,2.550674105324102,2.37875136234735,True,0.5275020870497062,0.13912922592089794,ogd,running
8,0.2809438681216456,0.3079659407556725,5.3636865560522855,16.218421917470316,2.37875136234735,2.2119607687254335,True,0.5874753406226556,0.1725636379198526,ogd,running
9,0.267220882106568,0.3308037336884795,5.680426967444597,15.867643444373629,2.2119607687254335,2.0582662701102534,True,0.6172743073117317,0.1905137852335891,ogd,running
10,0.25836561968850325,0.3258672639242648,5.908946645219102,15.691207993472455,2.0582662701102534,1.9193105484008932,True,0.631533771600248,0.19941745233581712,ogd,running
11,0.24587442273947485,0.32505605445222274,6.048080698506371,14.970432820791105,1.9193105484008932,1.7957486512098153,True,0.6305758591807151,0.19881295709074853,ogd,running
12,0.23306764766357588,0.323847294782491,6.064119026427846,14.118811232372247,1.7957486512098153,1.686666888464879,True,0.6202492226323799,0.1923545490880358,ogd,running
13,0.22008581483900597,0.32615287187195047,6.17659321632993,13.463364706325589,1.686666888464879,1.5909411429701212,True,0.6019063125511495,0.18114560454446102,ogd,running
14,0.21167361241364074,0.3290612618226396,6.325100123259449,13.107895672285464,1.5909411429701212,1.506852568386232,True,0.5805199745785534,0.16850172044234216,ogd,running
15,0.20292795613006773,0.3262298634740902,6.376932941678433,12.693336692932588,1.506852568386232,1.43266727607011,True,0.5586518295027818,0.1560459333034026,ogd,running
16,0.19250157722038608,0.3362386100183688,6.4574882751291085,12.204050208096724,1.43266727607011,1.3672850206861706,True,0.5338388347303915,0.14249195073315113,ogd,running
17,0.18488666093554534,0.3240102770755318,6.494684791860352,11.747559038425893,1.3672850206861706,1.3095509423402325,True,0.5082346212621598,0.1291512151247455,ogd,running
18,0.1786939122704086,0.33405597721662855,6.648131903914218,11.494781588031039,1.3095509423402325,1.2585440727251551,True,0.48158494836645427,0.11596203124656021,ogd,running
19,0.1732464737106156,0.3290410640897066,6.623634166132457,11.164941615079226,1.2585440727251551,1.2131099750450864,True,0.45791186743700063,0.10484163916982062,ogd,running
20,0.16641995835309584,0.3331372970307282,6.75769587271282,10.856135956533517,1.2131099750450864,1.1728063859961524,True,0.43172457382975327,0.09319305382424103,ogd,running
21,0.16356023914190682,0.3358605007344479,6.8101504171008465,10.684759597435008,1.1728063859961524,1.1367861571832454,True,0.4084302615839328,0.0834076392887599,ogd,running
22,0.1571092211496945,0.33651803329802393,6.856709841164691,10.449071787458461,1.1367861571832454,1.1045061220095278,True,0.3860457957903396,0.07451567822369828,ogd,running
23,0.15421396918429398,0.3297247801990813,6.7990200897052215,10.131201359125876,1.1045061220095278,1.0754290965271291,True,0.3655594509886906,0.06681685610357643,ogd,running
