iter,objective,deploy_rel_error,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,decision,status
1,0.033343998440322924,0.24742819452907303,3.6725660404735434,0.40130978240038917,1.0,1.0,False,-1.0,0.5,period,running
2,0.08096095173680756,0.33499274785004374,5.427752635873415,7.219281594117789,1.0,1.0,False,-1.0,0.5,period,running
3,0.12288110495784345,0.34390190839873036,6.787427161426888,9.406040048994464,1.0,1.0,False,-0.756290001408361,0.28598728311512933,period,running
4,0.13058450828847945,0.3357423147526772,6.855855482440301,9.346005587304376,1.0,1.0,False,-0.383142421907112,0.07339905773242371,period,running
5,0.13612108354128233,0.33629574829800996,6.870611324828034,9.410562915955836,1.0,1.0156552075683525,True,-0.13893968418219949,0.009652117920324667,ogd,running
6,0.13419985999604875,0.3201988689578475,6.712755774490658,9.356009019251136,1.0156552075683525,1.0156552075683525,False,0.03598949638054383,0.0006476219248625887,period,running
7,0.1395229607229515,0.33722706166751537,6.8447943159316,9.365969326685038,1.0156552075683525,1.0156552075683525,False,0.1331512218549975,0.008864623940739383,period,running
8,0.13712886779036182,0.3392208436694974,6.843625268016094,9.500626849003044,1.0156552075683525,1.0156552075683525,False,0.20136235698264193,0.020273399404802463,period,running
9,0.13969204214024156,0.3311373295990425,6.85623752937603,9.511708561309714,1.0156552075683525,1.0156552075683525,False,0.24546317483159363,0.03012608509920275,period,running
10,0.13813930455985782,0.3320142422204586,6.854520933441543,9.434994144720141,1.0156552075683525,0.994096786105976,True,0.27138206031974077,0.03682411133169371,ogd,running
11,0.1386277134414509,0.3469220068659506,7.070276914031838,9.496319368297744,0.994096786105976,0.994096786105976,False,0.265704450725051,0.03529942756755053,period,running
12,0.13729900624849542,0.3226845497259234,6.8720932043658705,9.426628509657348,0.994096786105976,0.994096786105976,False,0.2833323079464094,0.04013859836311948,period,running
13,0.13601162943331854,0.330478117728316,6.8218429266655525,9.173486033464133,0.994096786105976,0.994096786105976,False,0.2878316990661234,0.04142354349364571,period,running
14,0.13390891006828531,0.335284088059657,6.850959944504997,9.265076740302556,0.994096786105976,0.994096786105976,False,0.2927427811562149,0.04284916795953776,period,running
15,0.13629394129169642,0.33808443498850727,6.922669246715647,9.40328516657512,0.994096786105976,0.9751904377768904,True,0.297472999068334,0.044245092587354526,ogd,running
