problem,method,seed,iterations,final_objective,best_objective,final_primal,final_dual,final_rho,rho_changes,final_status,deploy_loss,continuous_loss,teacher_weight_rel_error,wall_time_sec,deploy_rel_error,weight_rel_error,bits,num_blocks
tiny_llm_ptq,fixed_rho_10,0,100,0.5494472275197099,0.2305147919925994,1.974753298517536,25.559699892617967,10.0,0,running,,,,1.3821478000027128,0.26386382498558725,0.2633244917795478,4,7
tiny_llm_ptq,residual_balance_raw,0,100,0.13768614636241772,0.033343998440322924,6.762202583685685,9.332084090210891,1.0,0,running,,,,1.3842891000094824,0.32802062952820954,0.2991230284552358,4,7
tiny_llm_ptq,residual_balance_normalized,0,100,0.13768614636241772,0.033343998440322924,6.762202583685685,9.332084090210891,1.0,0,running,,,,1.2296416000463068,0.32802062952820954,0.2991230284552358,4,7
tiny_llm_ptq,residual_balance_relative,0,100,0.13768614636241772,0.033343998440322924,6.762202583685685,9.332084090210891,1.0,0,running,,,,1.3211853000102565,0.32802062952820954,0.2991230284552358,4,7
tiny_llm_ptq,online_ogd,0,100,0.10206953429240195,0.033343998440322924,7.480322483908605,7.563266976096104,0.72987666098316,100,running,,,,1.2674659000476822,0.3429256450139404,0.31062046627822176,4,7
tiny_llm_ptq,online_ogd_task_aware,0,100,0.14195997670802876,0.033343998440322924,6.80547284207687,9.638700525726724,1.0255475898665039,100,running,,,,1.34067619999405,0.332567591579844,0.29958105099484356,4,7
tiny_llm_ptq,online_ogd_task_feasibility,0,100,0.2367052420527332,0.033343998440322924,5.477357165354144,14.36820445229667,1.9766386126368154,99,running,,,,1.371214399987366,0.3126638307737877,0.2845400502967468,4,7
tiny_llm_ptq,online_ogd_task_accept,0,100,4.470327379056565e-05,4.470327379056565e-05,9.559993649363063,0.08141903547263978,0.0049722259097247,100,running,,,,1.2821984000038356,0.4059888288596144,0.41019126770717984,4,7
tiny_llm_ptq,online_ogd_epoch5,0,100,0.11936480410723187,0.033343998440322924,7.064414418873336,8.378765378202418,0.8578760213109896,20,running,,,,1.6315942999790423,0.33319061926271354,0.3027341951412221,4,7
tiny_llm_ptq,online_ogd_freeze50,0,100,0.11031770861036602,0.033343998440322924,7.324857628437539,7.9728957297182275,0.7910848668477427,50,running,,,,1.6587628000415862,0.34245157948083177,0.30871264267824244,4,7
tiny_llm_ptq,online_ogd_no_dual_rescale,0,100,0.10222648164280931,0.033343998440322924,7.410423159370266,7.497388450325054,0.7288113832651302,100,running,,,,1.5826670000096783,0.34614058808543197,0.31020182411096836,4,7
tiny_llm_ptq,fixed_rho_0p1,1,100,0.009146666146631134,0.0017184390030493266,8.99696624200192,1.4009639667096352,0.1,0,running,,,,1.6490755999693647,0.3589285237854813,0.3507681475799571,4,7
tiny_llm_ptq,fixed_rho_1,1,100,0.149143554436854,0.03648084388380007,7.101898509548961,9.81744946992526,1.0,0,running,,,,1.8095053000142798,0.3482444629244466,0.3022668633641306,4,7
tiny_llm_ptq,fixed_rho_10,1,100,0.5757540770528436,0.2504804971656825,2.0278041609196937,27.216256798360835,10.0,0,running,,,,1.536136600014288,0.2946342147703279,0.26492696387120646,4,7
tiny_llm_ptq,residual_balance_raw,1,100,0.149143554436854,0.03648084388380007,7.101898509548961,9.81744946992526,1.0,0,running,,,,1.6953502999967895,0.3482444629244466,0.3022668633641306,4,7
tiny_llm_ptq,residual_balance_normalized,1,100,0.149143554436854,0.03648084388380007,7.101898509548961,9.81744946992526,1.0,0,running,,,,1.6521217999979854,0.3482444629244466,0.3022668633641306,4,7
