iter,objective,train_loss,deploy_loss,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,decision,status
1,1.14876237847033,1.1482301665409955,1.166207609435898,0.24940008500993732,0.21054901234282047,1.0,1.0610605943695444,True,-0.16933991035063412,0.0143380026187804,ogd,running
2,1.0387953358826372,1.038253755818703,1.0154961542059162,0.3995190192081067,0.579790776060516,1.0610605943695444,1.0646315212358821,True,-0.013575566196637467,9.214799877964293e-05,ogd,running
3,0.9248541307001005,0.9243053853015205,0.9314737992539827,0.4030480620327234,0.6688280299827017,1.0646315212358821,1.04478531685129,True,0.09312160327694574,0.004335816498434436,ogd,running
4,0.8278398036018672,0.8272810435225798,0.8182428066643546,0.37100370999314913,0.6112121028887421,1.04478531685129,1.0160633581464487,True,0.1592898188529588,0.012686623195104212,ogd,running
5,0.7385774653408667,0.738009135012936,0.7495150962676532,0.4352904376325699,0.6361347114560807,1.0160633581464487,0.9876795841457688,True,0.1810106545157566,0.016382428524111297,ogd,running
6,0.6693092729487374,0.6687287297487191,0.6887959263387137,0.3947638124126365,0.6413220934731241,0.9876795841457688,0.9572252938929857,True,0.21919123920262296,0.024022399671590738,ogd,running
7,0.6172019729500638,0.6166120561591,0.5940643442539085,0.4100981747913252,0.5861726959281046,0.9572252938929857,0.9295542909073712,True,0.22174091920203398,0.02458451762428148,ogd,running
8,0.5681561934137463,0.5675581297997022,0.5936419804413258,0.4343579074846441,0.6103483627604462,0.9295542909073712,0.9043706635628556,True,0.2219580852103813,0.02463269579512944,ogd,running
9,0.5417479554623366,0.5411400286938424,0.5378004413254643,0.36886231895514415,0.5754149364549853,0.9043706635628556,0.8789351465052417,True,0.24452732958441414,0.02989680745684235,ogd,running
10,0.5188344455552776,0.5182187266007912,0.5188374794714304,0.37615956179684223,0.49756468949539445,0.8789351465052417,0.8569623987345961,True,0.22874174439215822,0.026161392813783723,ogd,running
11,0.5025908468966096,0.5019669046883019,0.5060467892059775,0.4279332853114243,0.5609773293840198,0.8569623987345961,0.8375715294762656,True,0.2168823752099488,0.023518982338354505,ogd,running
12,0.4918635200395636,0.4912373706000945,0.4929277654613382,0.36543747866833964,0.5335301444851528,0.8375715294762656,0.8182593994864075,True,0.2308800740968242,0.026652804307477518,ogd,running
13,0.4845267221904328,0.4838948233784583,0.48761318874056664,0.3596393458251255,0.45285166132221294,0.8182593994864075,0.8015817278750516,True,0.21213482531990024,0.022500592056752294,ogd,running
14,0.4796756419322461,0.47903917157106274,0.48287612548975417,0.4149636394921629,0.5091060469832971,0.8015817278750516,0.7871572356921432,True,0.194126975747132,0.01884264135636379,ogd,running
15,0.4760246065408527,0.475386206549373,0.4803265422559999,0.3678284281485806,0.49822350522907666,0.7871572356921432,0.7729559628976806,True,0.20146088402789297,0.02029324389665007,ogd,running
16,0.47333789473086324,0.47269786875367653,0.47394424373612853,0.3478305673985361,0.41989261962797564,0.7729559628976806,0.7605936678341942,True,0.18426065880209963,0.01697599519109189,ogd,running
17,0.470959526523592,0.47031654604794443,0.4728186986566554,0.39993184296090395,0.4650329663851203,0.7605936678341942,0.7500355358417897,True,0.16467311263243078,0.013558617012026618,ogd,running
18,0.46854667271511696,0.4679021562681882,0.47173871416072544,0.3551478840218299,0.4640278208527574,0.7500355358417897,0.739343934455356,True,0.17403758948653936,0.015144541277142598,ogd,running
19,0.46668514220073953,0.4660389183654656,0.4656726819647539,0.3553204628735908,0.4087058502631796,0.739343934455356,0.730155884655388,True,0.15573929872193326,0.012127364583199782,ogd,running
20,0.4641384976774717,0.46349103392936963,0.47087734141892357,0.3773332053257607,0.4377093133886117,0.730155884655388,0.7219579789180385,True,0.14427258446238922,0.010407289313728616,ogd,running
21,0.46330068512455336,0.46265186400758807,0.4667777232406809,0.35123053023566914,0.42964292394943904,0.7219579789180385,0.7139147038233772,True,0.1466875080196175,0.010758612504502673,ogd,running
22,0.4619796569857178,0.4613286328847166,0.4632438024934971,0.362585147917171,0.39802310339090313,0.7139147038233772,0.7071790807761702,True,0.12703739458943852,0.008069249812036352,ogd,running
23,0.460563978036825,0.45991072954699924,0.4619600753046315,0.3943101242725086,0.44377473178525323,0.7071790807761702,0.7011315170296586,True,0.11768213702518648,0.006924542687407384,ogd,running
24,0.45926981650076754,0.4586156120341795,0.46018684715035274,0.33856261883441363,0.42494650119699606,0.7011315170296586,0.6945145373510172,True,0.1327257949129299,0.008808068317634565,ogd,running
25,0.45796203882637493,0.4573057412188624,0.45752496168321616,0.3524550833276255,0.380928758804437,0.6945145373510172,0.68898797277174,True,0.1141325612737023,0.006513120771447706,ogd,running
26,0.4564169203865229,0.45575869950102205,0.46081057501625916,0.38783541216239187,0.4224427704712913,0.68898797277174,0.6841805443341107,True,0.10200921137712338,0.005202939602891319,ogd,running
27,0.4555243228725713,0.4548642086569547,0.4589281657676772,0.3755336149505308,0.4358659228727391,0.6841805443341107,0.6793219709516153,True,0.10580312486311838,0.005597150615400309,ogd,running
28,0.45456391088450016,0.4539035828909525,0.4537446003892667,0.3278279603321942,0.3816866260905322,0.6793219709516153,0.6744256848073419,True,0.1093633824036605,0.00598017470538464,ogd,running
29,0.45295563306731457,0.4522926571291846,0.4532129901453903,0.36603483055207814,0.38495730742804835,0.6744256848073419,0.6704144516636777,True,0.09178452848049357,0.004212199834193267,ogd,running
30,0.45130922932513207,0.45064579810467503,0.4563998526165521,0.3418146638901479,0.3966644779854522,0.6704144516636777,0.6662113680360957,True,0.0984197358521528,0.004843222202603766,ogd,running
31,0.4504157450439947,0.44974955834664626,0.45138146750817393,0.3499891038883447,0.36994779108262843,0.6662113680360957,0.6626696007207539,True,0.08479646945132446,0.0035952206157047013,ogd,running
32,0.44924782499109434,0.44858234231628497,0.4500616342148973,0.36922377749835905,0.3978771849104257,0.6626696007207539,0.6594580051885741,True,0.07852089956387986,0.0030827658341604546,ogd,running
33,0.4477500561651292,0.44708210348914973,0.45396301648065923,0.3465175401311259,0.3948688466511082,0.6594580051885741,0.6560494597286821,True,0.0850541809634936,0.0036171068496853582,ogd,running
34,0.4470132946320319,0.44634421391024287,0.447645316161299,0.31203585527503824,0.3435682367893556,0.6560494597286821,0.6527832035011136,True,0.08315118397867072,0.003457059698527373,ogd,running
35,0.4456879279193569,0.44501670750165184,0.4511705523813489,0.3853723415377226,0.38192013079017956,0.6527832035011136,0.6504421321340855,True,0.060728363717452716,0.0018439670798996138,ogd,running
36,0.4449970809956106,0.44432547971689296,0.4473442364362001,0.33098575020217347,0.3941182782534431,0.6504421321340855,0.6473902549626661,True,0.0806236480468685,0.0032500863121926616,ogd,running
37,0.44391196765414975,0.44323935526390157,0.4474165391775758,0.34515787696729927,0.34958862984183153,0.6473902549626661,0.6450370437551879,True,0.06328752016083516,0.0020026551040540587,ogd,running
38,0.4430293414206648,0.44235502208163036,0.4457993160557887,0.37255554605082575,0.3882126517668011,0.6450370437551879,0.6429911976394448,True,0.05595020643269932,0.0015652127999308343,ogd,running
39,0.44219753541486506,0.44152303162321277,0.44094511409724574,0.3612040218668458,0.3872443520560304,0.6429911976394448,0.6409712467444894,True,0.05614138263102475,0.0015759274218615637,ogd,running
40,0.4407843444162512,0.4401078792628954,0.444310321357603,0.3421753388917718,0.3674285292302528,0.6409712467444894,0.638965403915395,True,0.056637063428612744,0.0016038784769083516,ogd,running
41,0.4400671643055777,0.43938861306469373,0.44126409162050395,0.3598367890545178,0.37987801194617515,0.638965403915395,0.6370946225224953,True,0.05364214407214585,0.001438739810328426,ogd,running
42,0.4392492986561322,0.4385694206634138,0.4388884694640698,0.32196413677480273,0.3607826552784327,0.6370946225224953,0.6349191708246371,True,0.06333512677852382,0.0020056691420258428,ogd,running
43,0.43811459813566767,0.43743239186668054,0.4391035810240152,0.37764794896709764,0.3655030890224229,0.6349191708246371,0.6335179331128113,True,0.04139417538757484,0.0008567388780086533,ogd,running
44,0.4370471329135229,0.4363636431803451,0.44091944773168507,0.3683366741476938,0.4009939475202865,0.6335179331128113,0.6319041985395224,True,0.048337613271422386,0.0011682624283887947,ogd,running
45,0.4361672475842217,0.43548204904207694,0.43941391832972093,0.33665855211929485,0.3749348880633449,0.6319041985395224,0.6299893882826098,True,0.05816631534973982,0.0016916601206826889,ogd,running
46,0.4352717803696288,0.4345842771460607,0.4323826548987116,0.3489515314148596,0.35489897779442703,0.6299893882826098,0.6284475144311685,True,0.04748522308300274,0.001127423205621268,ogd,running
47,0.4336380769064453,0.43294839081808084,0.43543778371774433,0.3725611339123329,0.38525719018473265,0.6284475144311685,0.6270780666684211,True,0.04272980959047157,0.0009129183138189779,ogd,running
48,0.4325503361469418,0.431859369639965,0.4399822576695242,0.35512820169197146,0.3889597328913368,0.6270780666684211,0.6254759625484188,True,0.05063806195134346,0.0012821066590940492,ogd,running
49,0.4322339883166166,0.43154126602541104,0.4308777426132924,0.3205506117441386,0.34427643446980194,0.6254759625484188,0.6238286028458445,True,0.05274488553059409,0.0013910114748177367,ogd,running
50,0.4308438617172354,0.4301490344772844,0.43563902074158495,0.36842922282457496,0.3672894806653919,0.6238286028458445,0.6226111496620288,True,0.039466450588512725,0.0007788003610277582,ogd,running
51,0.4300603061158271,0.429363738790145,0.4318289199828776,0.35042612542650203,0.3906609659944689,0.6226111496620288,0.6226111496620288,False,0.05174840356966248,0.0013389486360043284,frozen,running
52,0.4286818154378977,0.42798340892276004,0.4340033899626254,0.3281939805405445,0.3473662301040384,0.6226111496620288,0.6226111496620288,False,0.05275368363397814,0.0013914755684769266,frozen,running
53,0.42786863940951025,0.4271686789234052,0.4283860083620992,0.363945549185674,0.36979165809987186,0.6226111496620288,0.6226111496620288,False,0.04539004581345352,0.0010301281294737045,frozen,running
54,0.4265373997020639,0.4258360547427212,0.43053185207279104,0.3396079464771273,0.38121961180482106,0.6226111496620288,0.6226111496620288,False,0.059428789514681,0.0017658905115901292,frozen,running
55,0.4257395916945623,0.4250358311652258,0.427247818198057,0.3266189308652545,0.3417169402950511,0.6226111496620288,0.6226111496620288,False,0.05658075003031526,0.0016006906369965103,frozen,running
56,0.42460814120026896,0.423902593347056,0.4310502619160396,0.3568623297005378,0.36494838415213104,0.6226111496620288,0.6226111496620288,False,0.04974577082164022,0.0012373208573195759,frozen,running
57,0.4240079040564142,0.4233004971124164,0.42286332973251367,0.35634607762043496,0.387407068430652,0.6226111496620288,0.6226111496620288,False,0.05651133862484037,0.0015967656965856873,frozen,running
58,0.42256196354669723,0.42185380273577017,0.42619908357289565,0.3006739547445171,0.3279052928256066,0.6226111496620288,0.6226111496620288,False,0.06254874179536563,0.0019561725500916592,frozen,running
59,0.42155386144365486,0.42084365607343815,0.42908584294779933,0.3922570933372368,0.3738046409891896,0.6226111496620288,0.6226111496620288,False,0.04040216053251244,0.000816167287847453,frozen,running
60,0.42063941566608776,0.4199274055555689,0.42774670111895774,0.335990555068741,0.39265420196811024,0.6226111496620288,0.6226111496620288,False,0.06349098476029769,0.0020155525729161766,frozen,running
61,0.4199859378614989,0.4192723714642131,0.41930721996295883,0.31290538073325186,0.3298266399641723,0.6226111496620288,0.6226111496620288,False,0.06132605503235555,0.0018804425129157509,frozen,running
62,0.4186161202082257,0.41789985041179234,0.4268357141367807,0.35760540785703665,0.36097096598844414,0.6226111496620288,0.6226111496620288,False,0.05093431655507352,0.0012971523014662183,frozen,running
63,0.4182828055324609,0.4175658094328174,0.41766690576483984,0.3375257743361899,0.3696457904669128,0.6226111496620288,0.6226111496620288,False,0.05892812289391802,0.0017362618339003526,frozen,running
64,0.4172090432778619,0.41649030825165606,0.4198055237056697,0.33888744413928057,0.3475283409268516,0.6226111496620288,0.6226111496620288,False,0.0521781361636815,0.0013612789467578436,frozen,running
65,0.4164662597886557,0.41574496745708595,0.4190479137234228,0.3555008549439887,0.3735169222309163,0.6226111496620288,0.6226111496620288,False,0.05162964024658834,0.001332809875996067,frozen,running
66,0.41555868133207324,0.414835883856514,0.4203480023203448,0.3316644836617907,0.36518151119276065,0.6226111496620288,0.6226111496620288,False,0.06055784307103629,0.001833626178708129,frozen,running
67,0.41485132596693924,0.4141271197396368,0.4145216041494162,0.3319649932331747,0.3436914517119575,0.6226111496620288,0.6226111496620288,False,0.055389232635523644,0.0015339835459760788,frozen,running
68,0.41378553351815295,0.4130584503587662,0.4147858314928799,0.3501747581325213,0.36467720238828055,0.6226111496620288,0.6226111496620288,False,0.05242743539876371,0.0013743179912457711,frozen,running
69,0.41283520720483957,0.4121072667204464,0.41368612824709133,0.31710446361069555,0.35527263997150205,0.6226111496620288,0.6226111496620288,False,0.06467279568671702,0.002091285250967922,frozen,running
70,0.41173601241941216,0.4110054989843183,0.41658207158795685,0.3229257947214619,0.32442172181777307,0.6226111496620288,0.6226111496620288,False,0.05266258072055119,0.001386673704074285,frozen,running
71,0.4110857128027158,0.4103531276049998,0.41077307039712113,0.36698666605495445,0.3760818694435452,0.6226111496620288,0.6226111496620288,False,0.04702633306664161,0.0011057380008473552,frozen,running
72,0.40990060366459175,0.4091661567657296,0.41222193357231873,0.3027304591596144,0.36454574688664426,0.6226111496620288,0.6226111496620288,False,0.0747829091657446,0.0027962417516460033,frozen,running
73,0.4090692783079178,0.4083331857690629,0.40972041689495703,0.3110996255391155,0.3070348362424588,0.6226111496620288,0.6226111496620288,False,0.05719593013589108,0.0016356872120548668,frozen,running
