iter,objective,train_loss,deploy_loss,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,decision,status
1,2.1797920861572853,2.1792173486286615,2.147916760447058,0.28463162850964746,0.5010932127233939,1.0,0.8867526304466546,True,0.48075687576976894,0.3510742070512326,task_aware_ogd,running
2,1.656514107232958,1.6559289206501642,1.6554978976821948,0.47421431117239343,0.6136796556383457,0.8867526304466546,0.7991046268904802,True,0.5887324422170439,0.2054300661511288,task_aware_ogd,running
3,1.2231376057566072,1.2225315695059493,1.2713049043483566,0.4809848286507485,0.6305316548116949,0.7991046268904802,0.7439779151851973,True,0.495231666484373,0.10162935189129302,task_aware_ogd,running
4,0.8888065616311852,0.888170770231082,0.9048374321515342,0.4368319061334094,0.5539456015294466,0.7439779151851973,0.7042672596774316,True,0.4388274892904559,-0.00032468764894014526,task_aware_ogd,running
5,0.6482729622963643,0.647609667702841,0.6312697849661343,0.482346385570965,0.5340823658930566,0.7042672596774316,0.6751010552137032,True,0.3783026604856306,-0.10361339726538962,task_aware_ogd,running
6,0.48794874142542644,0.487258886106585,0.5107187354574257,0.47239929664361413,0.5267405302051823,0.6751010552137032,0.6519163139200752,True,0.34240133865102096,-0.1620754094114697,task_aware_ogd,running
7,0.3956342717856296,0.394924691817851,0.3886640055965038,0.43558466059262685,0.46578010722260726,0.6519163139200752,0.6330214924252017,True,0.31126550837006534,-0.23366245994279072,task_aware_ogd,running
8,0.3391843482221404,0.3384594709553037,0.364794364052241,0.49555296586232744,0.4731750832215087,0.6330214924252017,0.6182365321780307,True,0.2673797292363468,-0.25189633298587666,task_aware_ogd,running
9,0.31118392790906524,0.31044731801590775,0.30801790189664996,0.44967085567309756,0.47585387993665873,0.6182365321780307,0.604985729585656,True,0.25999502512024336,-0.2943302083512329,task_aware_ogd,running
10,0.29249767930639203,0.2917491840072744,0.3041228667083211,0.47386158502201864,0.44929438878569333,0.604985729585656,0.5988371080681211,True,0.1292138141136016,-0.2973658037957896,task_aware_ogd,running
11,0.28360683284689264,0.28285481859717554,0.2867731860081145,0.440447353383052,0.442972727925727,0.5988371080681211,0.5884789032492577,True,0.2314810894852409,-0.3120285814083343,task_aware_ogd,running
12,0.2772619905461372,0.2765035445680382,0.2903375283331278,0.4312188315563547,0.41528153623674063,0.5884789032492577,0.5002070677618691,True,0.0,-1.2367111419935366,task_reject_shrink,running
13,0.27359240970566684,0.27283308794432276,0.27248341236287604,0.49918816489506523,0.37527042348481987,0.5002070677618691,0.5033949601076269,True,-0.09162315461500042,-0.30025790165325583,task_aware_ogd,running
14,0.2703739951030079,0.2696096316632825,0.2793286166569546,0.43135730231768327,0.370364695668654,0.5033949601076269,0.42788571609148285,True,0.0,-1.2753663527870212,task_reject_shrink,running
15,0.2682723085735511,0.26750591570228816,0.2736724741970717,0.4603169097266063,0.3143378617111637,0.42788571609148285,0.4360014370819124,True,-0.2910841014577852,-0.25195570023971386,task_aware_ogd,running
16,0.26693530170164587,0.2661677814322858,0.27784097973380756,0.42433680493893383,0.30868319212790096,0.4360014370819124,0.37060122151962555,True,0.0,-1.280706344300709,task_reject_shrink,running
17,0.26534835687359254,0.26457877335356417,0.28290616228113546,0.4846040322026001,0.2784601609314447,0.37060122151962555,0.3150110382916817,True,0.0,-1.2626400183698387,task_reject_shrink,running
18,0.26412081833190915,0.2633510322058675,0.27002976250373384,0.46434267701695514,0.24949511389804252,0.3150110382916817,0.3243822619851723,True,-0.49749138316721947,-0.10313211724085239,task_aware_ogd,running
19,0.2626642666485661,0.2618933993967578,0.2706046851538774,0.40404055225150975,0.22027659437735578,0.3243822619851723,0.334182140605593,True,-0.5189449511170723,-0.12714917046208846,task_aware_ogd,running
20,0.26147986273263785,0.26070770053829556,0.2771808128178513,0.45261563990471615,0.2406704186564698,0.334182140605593,0.28405481951475403,True,0.0,-1.2830852318908728,task_reject_shrink,running
21,0.26063097093860843,0.2598587483922346,0.2604944576660479,0.49788115308315833,0.22933481651902085,0.28405481951475403,0.29281339002023843,True,-0.5566595105053366,-0.04195118897863648,task_aware_ogd,running
22,0.2590422784432468,0.2582689816947988,0.2675528217293653,0.39374884350664885,0.2116822853376693,0.29281339002023843,0.24889138151720266,True,0.0,-1.3184382677307638,task_reject_shrink,running
23,0.25816019552063646,0.25738649455024865,0.27190217444778575,0.4864416055755856,0.18168246853238668,0.24889138151720266,0.21155767428962224,True,0.0,-1.3023129301422003,task_reject_shrink,running
24,0.25692413905739087,0.25614924869411276,0.26830180481547056,0.48087268484785334,0.16839086041378643,0.21155767428962224,0.22126853389734608,True,-0.8794529695005613,0.23159069818557332,task_aware_ogd,running
25,0.2560075437678999,0.25523166623567994,0.26111383782468256,0.41469532516547586,0.1629921236100356,0.22126853389734608,0.23256752833354918,True,-0.9960715578959698,0.15820066763542262,task_aware_ogd,running
26,0.2549368237103215,0.25416103555160774,0.2601152176265211,0.47494655184546614,0.17720713677776626,0.23256752833354918,0.2422338010450244,True,-0.8305844382098825,0.11890543846004703,task_aware_ogd,running
27,0.25376912957284953,0.2529918584916926,0.263142072361882,0.3940216303321172,0.17697341773252712,0.2422338010450244,0.20589873088827074,True,0.0,-1.3350611935647703,task_reject_shrink,running
28,0.25289669452928953,0.25211836549769867,0.267719807936751,0.5198037920356552,0.1578095251086943,0.20589873088827074,0.17501392125503012,True,0.0,-1.317814338153393,task_reject_shrink,running
29,0.2518845466155873,0.2511057785768199,0.2529921839432578,0.5209421134778527,0.15294994558399014,0.17501392125503012,0.18301691203560075,True,-0.9631484283252109,0.4196499260372616,task_aware_ogd,running
30,0.2506749694448236,0.24989510135275683,0.2588259697771224,0.379073803837729,0.13551431160525573,0.18301691203560075,0.15556437523026065,True,0.0,-1.3515993744921138,task_reject_shrink,running
31,0.24972938139937037,0.24894860708763508,0.2518269634319174,0.49540244498967567,0.11764464921485164,0.15556437523026065,0.1636323748202356,True,-1.1260839084583887,0.5997569311696327,task_aware_ogd,running
32,0.2485678332495846,0.24778614889033035,0.2549319908014043,0.40325727547663026,0.12308006402683253,0.1636323748202356,0.13908751859720028,True,0.0,-1.3667584721348025,task_reject_shrink,running
33,0.24748700984362382,0.24670413706295943,0.2564224153523817,0.49373865253927707,0.10572935653865549,0.13908751859720028,0.1470809476072958,True,-1.2840185310385162,0.7848583600440131,task_aware_ogd,running
34,0.24656084413258364,0.2457772633008272,0.2545149443212269,0.4483822404525325,0.11869862642715198,0.1470809476072958,0.1550887257630492,True,-1.2364948239423488,0.659579803089855,task_aware_ogd,running
35,0.24558540255035166,0.24480065065939738,0.25412281097750783,0.4186263860613534,0.115554327652356,0.1550887257630492,0.16280699875084653,True,-1.1493301919272998,0.5601445785152748,task_aware_ogd,running
36,0.24469928232431354,0.24391367818744547,0.24890112642552367,0.44749993050902187,0.12045337947593877,0.16280699875084653,0.1712351835644972,True,-1.211340277282839,0.4965147780663283,task_aware_ogd,running
37,0.24375521893305835,0.24296879193889076,0.24166978793516494,0.4428361584073953,0.1296483265254628,0.1712351835644972,0.1799161550759518,True,-1.2032430120977304,0.4184381044345728,task_aware_ogd,running
38,0.2426672916447225,0.2418794710584393,0.24620209680961125,0.4807747669719442,0.1414695207958333,0.1799161550759518,0.15292873181455902,True,0.0,-1.4016025485758847,task_reject_shrink,running
39,0.2417681589547939,0.24097927973835995,0.2505735668637463,0.5164692189959402,0.13181039165779385,0.15292873181455902,0.12998942204237512,True,0.0,-1.3840027214779798,task_reject_shrink,running
40,0.2408474677465436,0.24005790373579128,0.24642474908171555,0.4834619678454639,0.10843904899902317,0.12998942204237512,0.13663055847201877,True,-1.2605484257573532,0.7947327904700967,task_aware_ogd,running
41,0.23979414998234047,0.23900368119969695,0.24773001654869842,0.4171134259298453,0.09906010594883506,0.13663055847201877,0.14325085979641194,True,-1.2118995471331822,0.7124937130239197,task_aware_ogd,running
42,0.23898655349228454,0.23819516796952792,0.24403865211839904,0.43722249237552285,0.10641869249666878,0.14325085979641194,0.15049146747993472,True,-1.2782361617511926,0.6421312279277731,task_aware_ogd,running
43,0.23799958631363674,0.23720738430977018,0.2509829537039523,0.4474986539652409,0.11483223472712722,0.15049146747993472,0.1279177473579445,True,0.0,-1.382370255686652,task_reject_shrink,running
44,0.23702787266413614,0.23623449318559106,0.2515483825784853,0.5290483526170158,0.10677197643481433,0.1279177473579445,0.1344166960841705,True,-1.3149008017911405,0.8451933336115651,task_aware_ogd,running
45,0.23617210588205945,0.235377970164426,0.24583911942526115,0.45183888529642124,0.11052578667313587,0.1344166960841705,0.14144209738551802,True,-1.3670187374105227,0.7326276936467936,task_aware_ogd,running
46,0.23523251854851732,0.2344377640352379,0.24755834918416117,0.43456803306375413,0.10765750891941349,0.14144209738551802,0.14766595044934375,True,-1.1682482972521915,0.6515797242052848,task_aware_ogd,running
47,0.2343627310421035,0.2335666013712874,0.2409653972038618,0.4535660738614835,0.11192251752630478,0.14766595044934375,0.1549955219522456,True,-1.3284502124512674,0.5943816895771576,task_aware_ogd,running
