iter,objective,train_loss,deploy_loss,primal_norm,dual_norm,rho,rho_next,rho_changed,gradient,loss,decision,status
1,1.14876237847033,1.1482301665409955,1.166207609435898,0.24940008500993732,0.21054901234282047,1.0,1.036640017861307,True,-0.143938923798039,0.08352870876449346,task_aware_ogd,running
2,1.0384907017889777,1.0379491364483926,1.0203393455087815,0.4100208450671437,0.5788771370201211,1.036640017861307,1.1746555613102085,True,-0.7070515383981357,0.0097718036656064,task_aware_ogd,running
3,0.9268914182794751,0.9263438223010234,0.9260313908821827,0.35638775519070187,0.7025090524708943,1.1746555613102085,1.2046073613180226,True,-0.1744432012710701,-0.013455028277733865,task_aware_ogd,running
4,0.8297531990269871,0.8291902246953057,0.8205859556156806,0.3607622229233911,0.6559371167032326,1.2046073613180226,1.2689784202314065,True,-0.4164680851110702,-0.042726285238327256,task_aware_ogd,running
5,0.7418679836002249,0.7412947534973459,0.7592460981023196,0.4145725158917532,0.7548346686596823,1.2689784202314065,1.3163020763515607,True,-0.3274870440228032,-0.042003117368069706,task_aware_ogd,running
6,0.6770667141258789,0.6764830464860658,0.6940574803137382,0.35400771620485716,0.7668134057401376,1.3163020763515607,1.3494147637870837,True,-0.24342678580453392,-0.03544372603661372,task_aware_ogd,running
7,0.6277737655162211,0.6271828180868998,0.6047874031006198,0.384616407985158,0.7226956271301649,1.3494147637870837,1.3758893850659657,True,-0.20562099090773772,-0.07382695435670739,task_aware_ogd,running
8,0.5765731456955323,0.5759722999543836,0.5942862213321717,0.41880378597473494,0.8323590185009216,1.3758893850659657,1.363806069543337,True,0.09979795069590619,-0.05735273103643934,task_aware_ogd,running
9,0.5492766037153551,0.5486705518819578,0.5463472403886569,0.32348793908095763,0.7594934020662493,1.363806069543337,1.2321238012418934,True,1.218480281701693,-0.06761637066972304,task_aware_ogd,running
10,0.5249541208953613,0.5243384162880832,0.5318170235849978,0.37265865875218923,0.6198354935765878,1.2321238012418934,1.1776762860262322,True,0.5716904726762422,-0.1426233773423818,task_aware_ogd,running
